,subject,video
0,Clement,m_pl_o1_dir_+o
1,Clement,f_pl_o1_dir_-o
2,Clement,f_pl_o1_div_+o
3,Clement,f_pl_o1_dir_+o
4,Clement,f_pl_o1_div_-o
5,Clement,m_pl_o1_div_-o
6,Clement,m_pl_o1_div_+o
7,Clement,m_pl_o1_dir_-o
