,subject,video
0,anna,m_pl_o1_div_+o
1,anna,f_pl_o1_dir_+o
2,anna,m_pl_o1_dir_+o
3,anna,f_pl_o1_div_+o
4,anna,f_pl_o1_dir_-o
5,anna,m_pl_o1_dir_-o
6,anna,f_pl_o1_div_-o
7,anna,m_pl_o1_div_-o
