,subject,video
0,Kristian,f_pl_o1_dir_-o
1,Kristian,m_pl_o1_dir_-o
2,Kristian,m_pl_o1_div_-o
3,Kristian,f_pl_o1_div_+o
4,Kristian,f_pl_o1_dir_+o
5,Kristian,m_pl_o1_dir_+o
6,Kristian,m_pl_o1_div_+o
7,Kristian,f_pl_o1_div_-o
