RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_ADJUSTED,CURRENT_FIX_BLINK_AROUND,CURRENT_FIX_BUTTON_0_PRESS,CURRENT_FIX_BUTTON_1_PRESS,CURRENT_FIX_BUTTON_2_PRESS,CURRENT_FIX_BUTTON_3_PRESS,CURRENT_FIX_BUTTON_4_PRESS,CURRENT_FIX_BUTTON_5_PRESS,CURRENT_FIX_BUTTON_6_PRESS,CURRENT_FIX_BUTTON_7_PRESS,CURRENT_FIX_BUTTON_8_PRESS,CURRENT_FIX_DURATION,CURRENT_FIX_END,CURRENT_FIX_END_OTHER,CURRENT_FIX_INDEX,CURRENT_FIX_INPUT_EVENTS,CURRENT_FIX_INTEREST_AREAS,CURRENT_FIX_INTEREST_AREA_DATA,CURRENT_FIX_INTEREST_AREA_DWELL_TIME,CURRENT_FIX_INTEREST_AREA_FIX_COUNT,CURRENT_FIX_INTEREST_AREA_GROUP,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_INDEX,CURRENT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_INTEREST_AREA_PIXEL_AREA,CURRENT_FIX_INTEREST_AREA_RUN_ID,CURRENT_FIX_INTEREST_AREA_X_OFFSET,CURRENT_FIX_INTEREST_AREA_Y_OFFSET,CURRENT_FIX_IS_RT_END,CURRENT_FIX_LABEL,CURRENT_FIX_MSG_COUNT,CURRENT_FIX_MSG_LIST_TEXT,CURRENT_FIX_MSG_LIST_TIME,CURRENT_FIX_MSG_TEXT_1,CURRENT_FIX_MSG_TIME_1,CURRENT_FIX_NEAREST_INTEREST_AREA,CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL,CURRENT_FIX_PUPIL,CURRENT_FIX_REFIX_INTEREST_AREA,CURRENT_FIX_REFIX_PREV_INTEREST_AREA,CURRENT_FIX_RUN_DWELL_TIME,CURRENT_FIX_RUN_INDEX,CURRENT_FIX_RUN_SIZE,CURRENT_FIX_START,CURRENT_FIX_START_OTHER,CURRENT_FIX_TRIAL_SPAN,CURRENT_FIX_X,CURRENT_FIX_X_OTHER,CURRENT_FIX_X_RESOLUTION,CURRENT_FIX_Y,CURRENT_FIX_Y_OTHER,CURRENT_FIX_Y_RESOLUTION,DATA_FILE,EYE_USED,GROUPING_VARIABLES,IP_END_EVENT_MATCHED,IP_END_TIME,IP_INDEX,IP_LABEL,IP_START_EVENT_MATCHED,IP_START_TIME,LAST_BUTTON_PRESSED,LAST_BUTTON_PRESSED_TIME,LAST_BUTTON_RELEASED,LAST_BUTTON_RELEASED_TIME,LAST_BUTTON_TIME,NEXT_FIX_ANGLE,NEXT_FIX_BLINK_AROUND,NEXT_FIX_DIRECTION,NEXT_FIX_DISTANCE,NEXT_FIX_DURATION,NEXT_FIX_END,NEXT_FIX_END_OTHER,NEXT_FIX_INPUT_EVENTS,NEXT_FIX_INTEREST_AREAS,NEXT_FIX_INTEREST_AREA_DATA,NEXT_FIX_INTEREST_AREA_DWELL_TIME,NEXT_FIX_INTEREST_AREA_FIX_COUNT,NEXT_FIX_INTEREST_AREA_GROUP,NEXT_FIX_INTEREST_AREA_ID,NEXT_FIX_INTEREST_AREA_INDEX,NEXT_FIX_INTEREST_AREA_LABEL,NEXT_FIX_INTEREST_AREA_PIXEL_AREA,NEXT_FIX_INTEREST_AREA_RUN_ID,NEXT_FIX_IS_RT_END,NEXT_FIX_LABEL,NEXT_FIX_MSG_COUNT,NEXT_FIX_MSG_LIST_TEXT,NEXT_FIX_MSG_LIST_TIME,NEXT_FIX_MSG_TEXT_1,NEXT_FIX_MSG_TIME_1,NEXT_FIX_NEAREST_INTEREST_AREA,NEXT_FIX_NEAREST_INTEREST_AREA_DISTANCE,NEXT_FIX_NEAREST_INTEREST_AREA_LABEL,NEXT_FIX_PUPIL,NEXT_FIX_RUN_DWELL_TIME,NEXT_FIX_RUN_INDEX,NEXT_FIX_RUN_SIZE,NEXT_FIX_START,NEXT_FIX_START_OTHER,NEXT_FIX_TRIAL_SPAN,NEXT_FIX_X,NEXT_FIX_X_OTHER,NEXT_FIX_X_RESOLUTION,NEXT_FIX_Y,NEXT_FIX_Y_OTHER,NEXT_FIX_Y_RESOLUTION,NEXT_SAC_AMPLITUDE,NEXT_SAC_ANGLE,NEXT_SAC_AVG_VELOCITY,NEXT_SAC_BLINK_DURATION,NEXT_SAC_BLINK_END,NEXT_SAC_BLINK_START,NEXT_SAC_CONTAINS_BLINK,NEXT_SAC_DIRECTION,NEXT_SAC_DURATION,NEXT_SAC_END_INTEREST_AREAS,NEXT_SAC_END_INTEREST_AREA_ID,NEXT_SAC_END_INTEREST_AREA_INDEX,NEXT_SAC_END_INTEREST_AREA_LABEL,NEXT_SAC_END_TIME,NEXT_SAC_END_X,NEXT_SAC_END_X_RESOLUTION,NEXT_SAC_END_Y,NEXT_SAC_END_Y_RESOLUTION,NEXT_SAC_INDEX,NEXT_SAC_INPUT_EVENTS,NEXT_SAC_IS_RT_END,NEXT_SAC_LABEL,NEXT_SAC_MSG_COUNT,NEXT_SAC_MSG_LIST_TEXT,NEXT_SAC_MSG_LIST_TIME,NEXT_SAC_MSG_TEXT_1,NEXT_SAC_MSG_TIME_1,NEXT_SAC_NEAREST_END_INTEREST_AREA,NEXT_SAC_NEAREST_END_INTEREST_AREA_LABEL,NEXT_SAC_NEAREST_START_INTEREST_AREA,NEXT_SAC_NEAREST_START_INTEREST_AREA_LABEL,NEXT_SAC_PEAK_VELOCITY,NEXT_SAC_START_INTEREST_AREAS,NEXT_SAC_START_INTEREST_AREA_ID,NEXT_SAC_START_INTEREST_AREA_INDEX,NEXT_SAC_START_INTEREST_AREA_LABEL,NEXT_SAC_START_TIME,NEXT_SAC_START_X,NEXT_SAC_START_X_RESOLUTION,NEXT_SAC_START_Y,NEXT_SAC_START_Y_RESOLUTION,PREVIOUS_FIX_ANGLE,PREVIOUS_FIX_BLINK_AROUND,PREVIOUS_FIX_DIRECTION,PREVIOUS_FIX_DISTANCE,PREVIOUS_FIX_DURATION,PREVIOUS_FIX_END,PREVIOUS_FIX_END_OTHER,PREVIOUS_FIX_INPUT_EVENTS,PREVIOUS_FIX_INTEREST_AREAS,PREVIOUS_FIX_INTEREST_AREA_DATA,PREVIOUS_FIX_INTEREST_AREA_DWELL_TIME,PREVIOUS_FIX_INTEREST_AREA_FIX_COUNT,PREVIOUS_FIX_INTEREST_AREA_GROUP,PREVIOUS_FIX_INTEREST_AREA_ID,PREVIOUS_FIX_INTEREST_AREA_INDEX,PREVIOUS_FIX_INTEREST_AREA_LABEL,PREVIOUS_FIX_INTEREST_AREA_PIXEL_AREA,PREVIOUS_FIX_INTEREST_AREA_RUN_ID,PREVIOUS_FIX_IS_RT_END,PREVIOUS_FIX_LABEL,PREVIOUS_FIX_MSG_COUNT,PREVIOUS_FIX_MSG_LIST_TEXT,PREVIOUS_FIX_MSG_LIST_TIME,PREVIOUS_FIX_MSG_TEXT_1,PREVIOUS_FIX_MSG_TIME_1,PREVIOUS_FIX_NEAREST_INTEREST_AREA,PREVIOUS_FIX_NEAREST_INTEREST_AREA_DISTANCE,PREVIOUS_FIX_NEAREST_INTEREST_AREA_LABEL,PREVIOUS_FIX_PUPIL,PREVIOUS_FIX_RUN_DWELL_TIME,PREVIOUS_FIX_RUN_INDEX,PREVIOUS_FIX_RUN_SIZE,PREVIOUS_FIX_START,PREVIOUS_FIX_START_OTHER,PREVIOUS_FIX_TRIAL_SPAN,PREVIOUS_FIX_X,PREVIOUS_FIX_X_OTHER,PREVIOUS_FIX_X_RESOLUTION,PREVIOUS_FIX_Y,PREVIOUS_FIX_Y_OTHER,PREVIOUS_FIX_Y_RESOLUTION,PREVIOUS_SAC_AMPLITUDE,PREVIOUS_SAC_ANGLE,PREVIOUS_SAC_AVG_VELOCITY,PREVIOUS_SAC_BLINK_DURATION,PREVIOUS_SAC_BLINK_END,PREVIOUS_SAC_BLINK_START,PREVIOUS_SAC_CONTAINS_BLINK,PREVIOUS_SAC_DIRECTION,PREVIOUS_SAC_DURATION,PREVIOUS_SAC_END_INTEREST_AREAS,PREVIOUS_SAC_END_INTEREST_AREA_ID,PREVIOUS_SAC_END_INTEREST_AREA_INDEX,PREVIOUS_SAC_END_INTEREST_AREA_LABEL,PREVIOUS_SAC_END_TIME,PREVIOUS_SAC_END_X,PREVIOUS_SAC_END_X_RESOLUTION,PREVIOUS_SAC_END_Y,PREVIOUS_SAC_END_Y_RESOLUTION,PREVIOUS_SAC_INDEX,PREVIOUS_SAC_INPUT_EVENTS,PREVIOUS_SAC_IS_RT_END,PREVIOUS_SAC_LABEL,PREVIOUS_SAC_MSG_COUNT,PREVIOUS_SAC_MSG_LIST_TEXT,PREVIOUS_SAC_MSG_LIST_TIME,PREVIOUS_SAC_MSG_TEXT_1,PREVIOUS_SAC_MSG_TIME_1,PREVIOUS_SAC_NEAREST_END_INTEREST_AREA,PREVIOUS_SAC_NEAREST_END_INTEREST_AREA_LABEL,PREVIOUS_SAC_NEAREST_START_INTEREST_AREA,PREVIOUS_SAC_NEAREST_START_INTEREST_AREA_LABEL,PREVIOUS_SAC_PEAK_VELOCITY,PREVIOUS_SAC_START_INTEREST_AREAS,PREVIOUS_SAC_START_INTEREST_AREA_ID,PREVIOUS_SAC_START_INTEREST_AREA_INDEX,PREVIOUS_SAC_START_INTEREST_AREA_LABEL,PREVIOUS_SAC_START_TIME,PREVIOUS_SAC_START_X,PREVIOUS_SAC_START_X_RESOLUTION,PREVIOUS_SAC_START_Y,PREVIOUS_SAC_START_Y_RESOLUTION,TRIAL_FIXATION_TOTAL,TRIAL_LABEL,TRIAL_START_TIME,VIDEO_FRAME_INDEX_END,VIDEO_FRAME_INDEX_START,VIDEO_NAME_END,VIDEO_NAME_START
jesp,3,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,952,5368,NA,6,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 4418 ms,0,[],[],NA,NA,NA,NA,NA,885100,NA,NA,NA,NA,NA,4418,NA,SPAN_NONE,83770,NA,4730,41170,NA,3860,jesp.EDF,RIGHT,RECORDING_SESSION,TRUE,185060,NA,Full Trial Period,TRUE,178671,NA,NA,NA,NA,NA,-9598,NONE,DOWN,"5,73",986,6386,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 5402 ms,0,[],[],NA,NA,NA,NA,NA,909100,NA,NA,NA,5402,NA,SPAN_NONE,80920,NA,4825,63610,NA,4015,"5,43",-9653,16787,NA,NA,NA,FALSE,DOWN,32,[ ],NA,NA,NA,5400,80120,4830,63070,4020,6,[],FALSE,Saccade: 5370 ms,1,[TRIAL OK],[5391],NA,NA,NA,NA,NA,NA,29688,[ ],NA,NA,NA,5370,83070,4730,41830,3860,"-92,25",NONE,DOWN,"0,97",1222,4396,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 3176 ms,0,[],[],NA,NA,NA,NA,NA,889800,NA,NA,NA,3176,NA,SPAN_NONE,83590,NA,4750,44910,NA,3885,"0,92","88,41",4950,NA,NA,NA,FALSE,UP,20,[ ],NA,NA,NA,4416,83820,4730,41370,3860,5,[],FALSE,Saccade: 4398 ms,0,[],[],NA,NA,NA,NA,NA,NA,8231,[ ],NA,NA,NA,4398,83700,4750,44910,3880,7,Trial: 3,178671,NA,NA,NA,NA
jesp,3,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,986,6386,NA,7,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 5402 ms,0,[],[],NA,NA,NA,NA,NA,909100,NA,NA,NA,NA,NA,5402,NA,SPAN_NONE,80920,NA,4825,63610,NA,4015,jesp.EDF,RIGHT,RECORDING_SESSION,TRUE,185060,NA,Full Trial Period,TRUE,178671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84,02",NONE,UP,"5,73",952,5368,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 4418 ms,0,[],[],NA,NA,NA,NA,NA,885100,NA,NA,NA,4418,NA,SPAN_NONE,83770,NA,4730,41170,NA,3860,"5,43","-96,53",16787,NA,NA,NA,FALSE,DOWN,32,[ ],NA,NA,NA,5400,80120,4830,63070,4020,6,[],FALSE,Saccade: 5370 ms,1,[TRIAL OK],[5391],NA,NA,NA,NA,NA,NA,29688,[ ],NA,NA,NA,5370,83070,4730,41830,3860,7,Trial: 3,178671,NA,NA,NA,NA
jesp,4,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,482,484,NA,1,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 4 ms,2,"[SYNCTIME 176333, stimuli\f_pl_o1_dir_+o.avi]","[127, 127]",SYNCTIME 176333,127,NA,NA,NA,876300,NA,NA,NA,NA,NA,4,NA,SPAN_NONE,75240,NA,4760,47770,NA,3895,jesp.EDF,RIGHT,RECORDING_SESSION,TRUE,192742,NA,Full Trial Period,TRUE,186343,NA,NA,NA,NA,NA,2684,NONE,RIGHT,"1,38",252,762,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 512 ms,0,[],[],NA,NA,NA,NA,NA,878200,NA,NA,NA,512,NA,SPAN_NONE,81090,NA,4750,45350,NA,3880,"1,06",4076,6464,NA,NA,NA,FALSE,RIGHT,26,[ ],NA,NA,NA,510,79790,4750,45470,3880,1,[],FALSE,Saccade: 486 ms,0,[],[],NA,NA,NA,NA,NA,NA,12183,[ ],NA,NA,NA,486,75990,4760,48150,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,Trial: 4,186343,NA,NA,NA,NA
jesp,4,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,762,NA,2,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 512 ms,0,[],[],NA,NA,NA,NA,NA,878200,NA,NA,NA,NA,NA,512,NA,SPAN_NONE,81090,NA,4750,45350,NA,3880,jesp.EDF,RIGHT,RECORDING_SESSION,TRUE,192742,NA,Full Trial Period,TRUE,186343,NA,NA,NA,NA,NA,5302,NONE,UP,"0,89",2484,3268,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 786 ms,0,[],[],NA,NA,NA,NA,NA,886600,NA,NA,NA,786,NA,SPAN_NONE,83620,NA,4735,42610,NA,3855,"0,81",7330,5273,NA,NA,NA,FALSE,UP,22,[ ],NA,NA,NA,784,82480,4740,42190,3860,2,[],FALSE,Saccade: 764 ms,0,[],[],NA,NA,NA,NA,NA,NA,8252,[ ],NA,NA,NA,764,81380,4750,45180,3880,"-153,16",NONE,LEFT,"1,38",482,484,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 4 ms,2,"[SYNCTIME 176333, stimuli\f_pl_o1_dir_+o.avi]","[127, 127]",SYNCTIME 176333,127,NA,NA,NA,876300,NA,NA,NA,4,NA,SPAN_NONE,75240,NA,4760,47770,NA,3895,"1,06","40,76",6464,NA,NA,NA,FALSE,RIGHT,26,[ ],NA,NA,NA,510,79790,4750,45470,3880,1,[],FALSE,Saccade: 486 ms,0,[],[],NA,NA,NA,NA,NA,NA,12183,[ ],NA,NA,NA,486,75990,4760,48150,3900,7,Trial: 4,186343,NA,NA,NA,NA
jesp,4,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,2484,3268,NA,3,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 786 ms,0,[],[],NA,NA,NA,NA,NA,886600,NA,NA,NA,NA,NA,786,NA,SPAN_NONE,83620,NA,4735,42610,NA,3855,jesp.EDF,RIGHT,RECORDING_SESSION,TRUE,192742,NA,Full Trial Period,TRUE,186343,NA,NA,NA,NA,NA,-8780,NONE,DOWN,"6,23",160,3476,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 3318 ms,0,[],[],NA,NA,NA,NA,NA,911200,NA,NA,NA,3318,NA,SPAN_NONE,84770,NA,4855,67250,NA,4055,"6,58",-9167,15468,NA,NA,NA,FALSE,DOWN,48,[ ],NA,NA,NA,3316,86060,4850,66850,4060,3,[],FALSE,Saccade: 3270 ms,0,[],[],NA,NA,NA,NA,NA,NA,32780,[ ],NA,NA,NA,3270,86980,4730,40850,3850,"-126,98",NONE,DOWN,"0,89",252,762,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 512 ms,0,[],[],NA,NA,NA,NA,NA,878200,NA,NA,NA,512,NA,SPAN_NONE,81090,NA,4750,45350,NA,3880,"0,81","73,30",5273,NA,NA,NA,FALSE,UP,22,[ ],NA,NA,NA,784,82480,4740,42190,3860,2,[],FALSE,Saccade: 764 ms,0,[],[],NA,NA,NA,NA,NA,NA,8252,[ ],NA,NA,NA,764,81380,4750,45180,3880,7,Trial: 4,186343,NA,NA,NA,NA
jesp,4,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,3476,NA,4,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 3318 ms,0,[],[],NA,NA,NA,NA,NA,911200,NA,NA,NA,NA,NA,3318,NA,SPAN_NONE,84770,NA,4855,67250,NA,4055,jesp.EDF,RIGHT,RECORDING_SESSION,TRUE,192742,NA,Full Trial Period,TRUE,186343,NA,NA,NA,NA,NA,10476,NONE,NA,"0,38",560,4046,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 3488 ms,0,[],[],NA,NA,NA,NA,NA,907600,NA,NA,NA,3488,NA,SPAN_NONE,84300,NA,4845,65760,NA,4045,"0,48",9050,4303,NA,NA,NA,FALSE,NA,10,[ ],NA,NA,NA,3486,84710,4840,65270,4040,4,[],FALSE,Saccade: 3478 ms,0,[],[],NA,NA,NA,NA,NA,NA,5185,[ ],NA,NA,NA,3478,84730,4850,67200,4060,"92,20",NONE,UP,"6,23",2484,3268,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 786 ms,0,[],[],NA,NA,NA,NA,NA,886600,NA,NA,NA,786,NA,SPAN_NONE,83620,NA,4735,42610,NA,3855,"6,58","-91,67",15468,NA,NA,NA,FALSE,DOWN,48,[ ],NA,NA,NA,3316,86060,4850,66850,4060,3,[],FALSE,Saccade: 3270 ms,0,[],[],NA,NA,NA,NA,NA,NA,32780,[ ],NA,NA,NA,3270,86980,4730,40850,3850,7,Trial: 4,186343,NA,NA,NA,NA
jesp,4,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,4046,NA,5,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 3488 ms,0,[],[],NA,NA,NA,NA,NA,907600,NA,NA,NA,NA,NA,3488,NA,SPAN_NONE,84300,NA,4845,65760,NA,4045,jesp.EDF,RIGHT,RECORDING_SESSION,TRUE,192742,NA,Full Trial Period,TRUE,186343,NA,NA,NA,NA,NA,9156,AFTER,UP,"6,19",1952,6026,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 4076 ms,1,[TRIAL OK],[5402],TRIAL OK,5402,NA,NA,NA,870200,NA,NA,NA,4076,NA,SPAN_NONE,83490,NA,4740,41260,NA,3870,"5,19",8733,18719,NA,NA,NA,FALSE,UP,28,[ ],NA,NA,NA,4074,85610,4750,45750,3880,5,[],FALSE,Saccade: 4048 ms,0,[],[],NA,NA,NA,NA,NA,NA,34563,[ ],NA,NA,NA,4048,84450,4850,66290,4050,"-75,24",NONE,NA,"0,38",160,3476,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 3318 ms,0,[],[],NA,NA,NA,NA,NA,911200,NA,NA,NA,3318,NA,SPAN_NONE,84770,NA,4855,67250,NA,4055,"0,48","90,50",4303,NA,NA,NA,FALSE,NA,10,[ ],NA,NA,NA,3486,84710,4840,65270,4040,4,[],FALSE,Saccade: 3478 ms,0,[],[],NA,NA,NA,NA,NA,NA,5185,[ ],NA,NA,NA,3478,84730,4850,67200,4060,7,Trial: 4,186343,NA,NA,NA,NA
jesp,4,FALSE,AFTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952,6026,NA,6,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 4076 ms,1,[TRIAL OK],[5402],TRIAL OK,5402,NA,NA,NA,870200,NA,NA,NA,NA,NA,4076,NA,SPAN_NONE,83490,NA,4740,41260,NA,3870,jesp.EDF,RIGHT,RECORDING_SESSION,TRUE,192742,NA,Full Trial Period,TRUE,186343,NA,NA,NA,NA,NA,-8747,BEFORE,DOWN,"6,34",194,6396,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 6204 ms,0,[],[],NA,NA,NA,NA,NA,901200,NA,NA,NA,6204,NA,SPAN_NONE,84830,NA,4855,66360,NA,4060,"6,60",-8871,37006,54,6112,6060,TRUE,DOWN,176,[ ],NA,NA,NA,6202,84970,4860,67890,4070,6,[],FALSE,Saccade: 6028 ms,0,[],[],NA,NA,NA,NA,NA,NA,133508,[ ],NA,NA,NA,6028,84260,4730,41740,3860,"-88,44",NONE,DOWN,"6,19",560,4046,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 3488 ms,0,[],[],NA,NA,NA,NA,NA,907600,NA,NA,NA,3488,NA,SPAN_NONE,84300,NA,4845,65760,NA,4045,"5,19","87,33",18719,NA,NA,NA,FALSE,UP,28,[ ],NA,NA,NA,4074,85610,4750,45750,3880,5,[],FALSE,Saccade: 4048 ms,0,[],[],NA,NA,NA,NA,NA,NA,34563,[ ],NA,NA,NA,4048,84450,4850,66290,4050,7,Trial: 4,186343,NA,NA,NA,NA
jesp,4,FALSE,BEFORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,6396,NA,7,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 6204 ms,0,[],[],NA,NA,NA,NA,NA,901200,NA,NA,NA,NA,NA,6204,NA,SPAN_NONE,84830,NA,4855,66360,NA,4060,jesp.EDF,RIGHT,RECORDING_SESSION,TRUE,192742,NA,Full Trial Period,TRUE,186343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92,53",AFTER,UP,"6,34",1952,6026,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 4076 ms,1,[TRIAL OK],[5402],TRIAL OK,5402,NA,NA,NA,870200,NA,NA,NA,4076,NA,SPAN_NONE,83490,NA,4740,41260,NA,3870,"6,60","-88,71",37006,54,6112,6060,TRUE,DOWN,176,[ ],NA,NA,NA,6202,84970,4860,67890,4070,6,[],FALSE,Saccade: 6028 ms,0,[],[],NA,NA,NA,NA,NA,NA,133508,[ ],NA,NA,NA,6028,84260,4730,41740,3860,7,Trial: 4,186343,NA,NA,NA,NA
jesp,5,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,452,NA,1,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 4 ms,2,"[SYNCTIME 184582, stimuli\m_pl_o1_div_+o.avi]","[128, 128]",SYNCTIME 184582,128,NA,NA,NA,849500,NA,NA,NA,NA,NA,4,NA,SPAN_NONE,95710,NA,4755,44420,NA,3880,jesp.EDF,RIGHT,RECORDING_SESSION,TRUE,200992,NA,Full Trial Period,TRUE,194591,NA,NA,NA,NA,NA,12359,NONE,UP,"4,79",176,658,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 484 ms,0,[],[],NA,NA,NA,NA,NA,830400,NA,NA,NA,484,NA,SPAN_NONE,83190,NA,4700,29110,NA,3800,"2,05",14612,7824,NA,NA,NA,FALSE,LEFT,30,[ ],NA,NA,NA,482,84840,4700,30090,3800,1,[],FALSE,Saccade: 454 ms,0,[],[],NA,NA,NA,NA,NA,NA,17286,[ ],NA,NA,NA,454,92850,4720,34440,3820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Trial: 5,194591,NA,NA,NA,NA
