RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_ADJUSTED,CURRENT_FIX_BLINK_AROUND,CURRENT_FIX_BUTTON_0_PRESS,CURRENT_FIX_BUTTON_1_PRESS,CURRENT_FIX_BUTTON_2_PRESS,CURRENT_FIX_BUTTON_3_PRESS,CURRENT_FIX_BUTTON_4_PRESS,CURRENT_FIX_BUTTON_5_PRESS,CURRENT_FIX_BUTTON_6_PRESS,CURRENT_FIX_BUTTON_7_PRESS,CURRENT_FIX_BUTTON_8_PRESS,CURRENT_FIX_DURATION,CURRENT_FIX_END,CURRENT_FIX_END_OTHER,CURRENT_FIX_INDEX,CURRENT_FIX_INPUT_EVENTS,CURRENT_FIX_INTEREST_AREAS,CURRENT_FIX_INTEREST_AREA_DATA,CURRENT_FIX_INTEREST_AREA_DWELL_TIME,CURRENT_FIX_INTEREST_AREA_FIX_COUNT,CURRENT_FIX_INTEREST_AREA_GROUP,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_INDEX,CURRENT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_INTEREST_AREA_PIXEL_AREA,CURRENT_FIX_INTEREST_AREA_RUN_ID,CURRENT_FIX_INTEREST_AREA_X_OFFSET,CURRENT_FIX_INTEREST_AREA_Y_OFFSET,CURRENT_FIX_IS_RT_END,CURRENT_FIX_LABEL,CURRENT_FIX_MSG_COUNT,CURRENT_FIX_MSG_LIST_TEXT,CURRENT_FIX_MSG_LIST_TIME,CURRENT_FIX_MSG_TEXT_1,CURRENT_FIX_MSG_TIME_1,CURRENT_FIX_NEAREST_INTEREST_AREA,CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL,CURRENT_FIX_PUPIL,CURRENT_FIX_REFIX_INTEREST_AREA,CURRENT_FIX_REFIX_PREV_INTEREST_AREA,CURRENT_FIX_RUN_DWELL_TIME,CURRENT_FIX_RUN_INDEX,CURRENT_FIX_RUN_SIZE,CURRENT_FIX_START,CURRENT_FIX_START_OTHER,CURRENT_FIX_TRIAL_SPAN,CURRENT_FIX_X,CURRENT_FIX_X_OTHER,CURRENT_FIX_X_RESOLUTION,CURRENT_FIX_Y,CURRENT_FIX_Y_OTHER,CURRENT_FIX_Y_RESOLUTION,DATA_FILE,EYE_USED,GROUPING_VARIABLES,IP_END_EVENT_MATCHED,IP_END_TIME,IP_INDEX,IP_LABEL,IP_START_EVENT_MATCHED,IP_START_TIME,LAST_BUTTON_PRESSED,LAST_BUTTON_PRESSED_TIME,LAST_BUTTON_RELEASED,LAST_BUTTON_RELEASED_TIME,LAST_BUTTON_TIME,NEXT_FIX_ANGLE,NEXT_FIX_BLINK_AROUND,NEXT_FIX_DIRECTION,NEXT_FIX_DISTANCE,NEXT_FIX_DURATION,NEXT_FIX_END,NEXT_FIX_END_OTHER,NEXT_FIX_INPUT_EVENTS,NEXT_FIX_INTEREST_AREAS,NEXT_FIX_INTEREST_AREA_DATA,NEXT_FIX_INTEREST_AREA_DWELL_TIME,NEXT_FIX_INTEREST_AREA_FIX_COUNT,NEXT_FIX_INTEREST_AREA_GROUP,NEXT_FIX_INTEREST_AREA_ID,NEXT_FIX_INTEREST_AREA_INDEX,NEXT_FIX_INTEREST_AREA_LABEL,NEXT_FIX_INTEREST_AREA_PIXEL_AREA,NEXT_FIX_INTEREST_AREA_RUN_ID,NEXT_FIX_IS_RT_END,NEXT_FIX_LABEL,NEXT_FIX_MSG_COUNT,NEXT_FIX_MSG_LIST_TEXT,NEXT_FIX_MSG_LIST_TIME,NEXT_FIX_MSG_TEXT_1,NEXT_FIX_MSG_TIME_1,NEXT_FIX_NEAREST_INTEREST_AREA,NEXT_FIX_NEAREST_INTEREST_AREA_DISTANCE,NEXT_FIX_NEAREST_INTEREST_AREA_LABEL,NEXT_FIX_PUPIL,NEXT_FIX_RUN_DWELL_TIME,NEXT_FIX_RUN_INDEX,NEXT_FIX_RUN_SIZE,NEXT_FIX_START,NEXT_FIX_START_OTHER,NEXT_FIX_TRIAL_SPAN,NEXT_FIX_X,NEXT_FIX_X_OTHER,NEXT_FIX_X_RESOLUTION,NEXT_FIX_Y,NEXT_FIX_Y_OTHER,NEXT_FIX_Y_RESOLUTION,NEXT_SAC_AMPLITUDE,NEXT_SAC_ANGLE,NEXT_SAC_AVG_VELOCITY,NEXT_SAC_BLINK_DURATION,NEXT_SAC_BLINK_END,NEXT_SAC_BLINK_START,NEXT_SAC_CONTAINS_BLINK,NEXT_SAC_DIRECTION,NEXT_SAC_DURATION,NEXT_SAC_END_INTEREST_AREAS,NEXT_SAC_END_INTEREST_AREA_ID,NEXT_SAC_END_INTEREST_AREA_INDEX,NEXT_SAC_END_INTEREST_AREA_LABEL,NEXT_SAC_END_TIME,NEXT_SAC_END_X,NEXT_SAC_END_X_RESOLUTION,NEXT_SAC_END_Y,NEXT_SAC_END_Y_RESOLUTION,NEXT_SAC_INDEX,NEXT_SAC_INPUT_EVENTS,NEXT_SAC_IS_RT_END,NEXT_SAC_LABEL,NEXT_SAC_MSG_COUNT,NEXT_SAC_MSG_LIST_TEXT,NEXT_SAC_MSG_LIST_TIME,NEXT_SAC_MSG_TEXT_1,NEXT_SAC_MSG_TIME_1,NEXT_SAC_NEAREST_END_INTEREST_AREA,NEXT_SAC_NEAREST_END_INTEREST_AREA_LABEL,NEXT_SAC_NEAREST_START_INTEREST_AREA,NEXT_SAC_NEAREST_START_INTEREST_AREA_LABEL,NEXT_SAC_PEAK_VELOCITY,NEXT_SAC_START_INTEREST_AREAS,NEXT_SAC_START_INTEREST_AREA_ID,NEXT_SAC_START_INTEREST_AREA_INDEX,NEXT_SAC_START_INTEREST_AREA_LABEL,NEXT_SAC_START_TIME,NEXT_SAC_START_X,NEXT_SAC_START_X_RESOLUTION,NEXT_SAC_START_Y,NEXT_SAC_START_Y_RESOLUTION,PREVIOUS_FIX_ANGLE,PREVIOUS_FIX_BLINK_AROUND,PREVIOUS_FIX_DIRECTION,PREVIOUS_FIX_DISTANCE,PREVIOUS_FIX_DURATION,PREVIOUS_FIX_END,PREVIOUS_FIX_END_OTHER,PREVIOUS_FIX_INPUT_EVENTS,PREVIOUS_FIX_INTEREST_AREAS,PREVIOUS_FIX_INTEREST_AREA_DATA,PREVIOUS_FIX_INTEREST_AREA_DWELL_TIME,PREVIOUS_FIX_INTEREST_AREA_FIX_COUNT,PREVIOUS_FIX_INTEREST_AREA_GROUP,PREVIOUS_FIX_INTEREST_AREA_ID,PREVIOUS_FIX_INTEREST_AREA_INDEX,PREVIOUS_FIX_INTEREST_AREA_LABEL,PREVIOUS_FIX_INTEREST_AREA_PIXEL_AREA,PREVIOUS_FIX_INTEREST_AREA_RUN_ID,PREVIOUS_FIX_IS_RT_END,PREVIOUS_FIX_LABEL,PREVIOUS_FIX_MSG_COUNT,PREVIOUS_FIX_MSG_LIST_TEXT,PREVIOUS_FIX_MSG_LIST_TIME,PREVIOUS_FIX_MSG_TEXT_1,PREVIOUS_FIX_MSG_TIME_1,PREVIOUS_FIX_NEAREST_INTEREST_AREA,PREVIOUS_FIX_NEAREST_INTEREST_AREA_DISTANCE,PREVIOUS_FIX_NEAREST_INTEREST_AREA_LABEL,PREVIOUS_FIX_PUPIL,PREVIOUS_FIX_RUN_DWELL_TIME,PREVIOUS_FIX_RUN_INDEX,PREVIOUS_FIX_RUN_SIZE,PREVIOUS_FIX_START,PREVIOUS_FIX_START_OTHER,PREVIOUS_FIX_TRIAL_SPAN,PREVIOUS_FIX_X,PREVIOUS_FIX_X_OTHER,PREVIOUS_FIX_X_RESOLUTION,PREVIOUS_FIX_Y,PREVIOUS_FIX_Y_OTHER,PREVIOUS_FIX_Y_RESOLUTION,PREVIOUS_SAC_AMPLITUDE,PREVIOUS_SAC_ANGLE,PREVIOUS_SAC_AVG_VELOCITY,PREVIOUS_SAC_BLINK_DURATION,PREVIOUS_SAC_BLINK_END,PREVIOUS_SAC_BLINK_START,PREVIOUS_SAC_CONTAINS_BLINK,PREVIOUS_SAC_DIRECTION,PREVIOUS_SAC_DURATION,PREVIOUS_SAC_END_INTEREST_AREAS,PREVIOUS_SAC_END_INTEREST_AREA_ID,PREVIOUS_SAC_END_INTEREST_AREA_INDEX,PREVIOUS_SAC_END_INTEREST_AREA_LABEL,PREVIOUS_SAC_END_TIME,PREVIOUS_SAC_END_X,PREVIOUS_SAC_END_X_RESOLUTION,PREVIOUS_SAC_END_Y,PREVIOUS_SAC_END_Y_RESOLUTION,PREVIOUS_SAC_INDEX,PREVIOUS_SAC_INPUT_EVENTS,PREVIOUS_SAC_IS_RT_END,PREVIOUS_SAC_LABEL,PREVIOUS_SAC_MSG_COUNT,PREVIOUS_SAC_MSG_LIST_TEXT,PREVIOUS_SAC_MSG_LIST_TIME,PREVIOUS_SAC_MSG_TEXT_1,PREVIOUS_SAC_MSG_TIME_1,PREVIOUS_SAC_NEAREST_END_INTEREST_AREA,PREVIOUS_SAC_NEAREST_END_INTEREST_AREA_LABEL,PREVIOUS_SAC_NEAREST_START_INTEREST_AREA,PREVIOUS_SAC_NEAREST_START_INTEREST_AREA_LABEL,PREVIOUS_SAC_PEAK_VELOCITY,PREVIOUS_SAC_START_INTEREST_AREAS,PREVIOUS_SAC_START_INTEREST_AREA_ID,PREVIOUS_SAC_START_INTEREST_AREA_INDEX,PREVIOUS_SAC_START_INTEREST_AREA_LABEL,PREVIOUS_SAC_START_TIME,PREVIOUS_SAC_START_X,PREVIOUS_SAC_START_X_RESOLUTION,PREVIOUS_SAC_START_Y,PREVIOUS_SAC_START_Y_RESOLUTION,TRIAL_FIXATION_TOTAL,TRIAL_LABEL,TRIAL_START_TIME,VIDEO_FRAME_INDEX_END,VIDEO_FRAME_INDEX_START,VIDEO_NAME_END,VIDEO_NAME_START
anna,3,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1116,5948,NA,12,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 4834 ms,1,[TRIAL OK],[5383],TRIAL OK,5383,NA,NA,NA,706300,NA,NA,NA,NA,NA,4834,NA,SPAN_NONE,81390,NA,4730,41040,NA,3850,anna.EDF,RIGHT,RECORDING_SESSION,TRUE,350440,NA,Full Trial Period,TRUE,344059,NA,NA,NA,NA,NA,-7839,NONE,DOWN,"6,85",154,6152,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 6000 ms,0,[],[],NA,NA,NA,NA,NA,751700,NA,NA,NA,6000,NA,SPAN_NONE,87990,NA,4850,67540,NA,4050,"6,23",-7918,23235,NA,NA,NA,FALSE,DOWN,50,[ ],NA,NA,NA,5998,86960,4830,63580,4030,12,[],FALSE,Saccade: 5950 ms,0,[],[],NA,NA,NA,NA,NA,NA,56884,[ ],NA,NA,NA,5950,81370,4730,39470,3850,"12,19",NONE,NA,"0,36",660,4822,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 4164 ms,0,[],[],NA,NA,NA,NA,NA,670200,NA,NA,NA,4164,NA,SPAN_NONE,83040,NA,4725,40750,NA,3845,"0,36","-43,80",3425,NA,NA,NA,FALSE,NA,10,[ ],NA,NA,NA,4832,82390,4730,40110,3850,11,[],FALSE,Saccade: 4824 ms,0,[],[],NA,NA,NA,NA,NA,NA,3865,[ ],NA,NA,NA,4824,81160,4730,39150,3850,14,Trial: 3,344059,NA,NA,NA,NA
anna,3,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,6152,NA,13,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 6000 ms,0,[],[],NA,NA,NA,NA,NA,751700,NA,NA,NA,NA,NA,6000,NA,SPAN_NONE,87990,NA,4850,67540,NA,4050,anna.EDF,RIGHT,RECORDING_SESSION,TRUE,350440,NA,Full Trial Period,TRUE,344059,NA,NA,NA,NA,NA,10184,NONE,UP,"7,87",162,6378,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 6218 ms,0,[],[],NA,NA,NA,NA,NA,747200,NA,NA,NA,6218,NA,SPAN_NONE,80260,NA,4720,37160,NA,3835,"7,93",10007,19886,NA,NA,NA,FALSE,UP,64,[ ],NA,NA,NA,6216,80910,4720,37090,3830,13,[],FALSE,Saccade: 6154 ms,0,[],[],NA,NA,NA,NA,NA,NA,53105,[ ],NA,NA,NA,6154,87550,4860,67940,4070,"101,61",NONE,UP,"6,85",1116,5948,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 4834 ms,1,[TRIAL OK],[5383],TRIAL OK,5383,NA,NA,NA,706300,NA,NA,NA,4834,NA,SPAN_NONE,81390,NA,4730,41040,NA,3850,"6,23","-79,18",23235,NA,NA,NA,FALSE,DOWN,50,[ ],NA,NA,NA,5998,86960,4830,63580,4030,12,[],FALSE,Saccade: 5950 ms,0,[],[],NA,NA,NA,NA,NA,NA,56884,[ ],NA,NA,NA,5950,81370,4730,39470,3850,14,Trial: 3,344059,NA,NA,NA,NA
anna,3,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,6378,NA,14,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 6218 ms,0,[],[],NA,NA,NA,NA,NA,747200,NA,NA,NA,NA,NA,6218,NA,SPAN_NONE,80260,NA,4720,37160,NA,3835,anna.EDF,RIGHT,RECORDING_SESSION,TRUE,350440,NA,Full Trial Period,TRUE,344059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-78,16",NONE,DOWN,"7,87",154,6152,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 6000 ms,0,[],[],NA,NA,NA,NA,NA,751700,NA,NA,NA,6000,NA,SPAN_NONE,87990,NA,4850,67540,NA,4050,"7,93","100,07",19886,NA,NA,NA,FALSE,UP,64,[ ],NA,NA,NA,6216,80910,4720,37090,3830,13,[],FALSE,Saccade: 6154 ms,0,[],[],NA,NA,NA,NA,NA,NA,53105,[ ],NA,NA,NA,6154,87550,4860,67940,4070,14,Trial: 3,344059,NA,NA,NA,NA
anna,4,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,18,NA,1,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 4 ms,0,[],[],NA,NA,NA,NA,NA,635200,NA,NA,NA,NA,NA,4,NA,SPAN_NONE,92210,NA,4800,57270,NA,3970,anna.EDF,RIGHT,RECORDING_SESSION,TRUE,357970,NA,Full Trial Period,TRUE,351541,NA,NA,NA,NA,NA,1668,NONE,RIGHT,"0,84",454,492,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 40 ms,2,"[SYNCTIME 313766, stimuli\f_pl_o1_div_+o.avi]","[114, 114]",SYNCTIME 313766,114,NA,NA,NA,641100,NA,NA,NA,40,NA,SPAN_NONE,96090,NA,4810,56310,NA,3965,"1,27",1556,5788,NA,NA,NA,FALSE,RIGHT,20,[ ],NA,NA,NA,38,97920,4800,55700,3960,1,[],FALSE,Saccade: 20 ms,0,[],[],NA,NA,NA,NA,NA,NA,9210,[ ],NA,NA,NA,20,92050,4800,57050,3970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,Trial: 4,351541,NA,NA,NA,NA
anna,4,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,492,NA,2,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 40 ms,2,"[SYNCTIME 313766, stimuli\f_pl_o1_div_+o.avi]","[114, 114]",SYNCTIME 313766,114,NA,NA,NA,641100,NA,NA,NA,NA,NA,40,NA,SPAN_NONE,96090,NA,4810,56310,NA,3965,anna.EDF,RIGHT,RECORDING_SESSION,TRUE,357970,NA,Full Trial Period,TRUE,351541,NA,NA,NA,NA,NA,16153,NONE,LEFT,"2,87",190,712,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 524 ms,0,[],[],NA,NA,NA,NA,NA,637300,NA,NA,NA,524,NA,SPAN_NONE,83040,NA,4775,52720,NA,3930,"3,14",15412,10462,NA,NA,NA,FALSE,LEFT,30,[ ],NA,NA,NA,522,82340,4770,51650,3930,2,[],FALSE,Saccade: 494 ms,0,[],[],NA,NA,NA,NA,NA,NA,19907,[ ],NA,NA,NA,494,95860,4810,57060,3970,"-163,32",NONE,LEFT,"0,84",16,18,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 4 ms,0,[],[],NA,NA,NA,NA,NA,635200,NA,NA,NA,4,NA,SPAN_NONE,92210,NA,4800,57270,NA,3970,"1,27","15,56",5788,NA,NA,NA,FALSE,RIGHT,20,[ ],NA,NA,NA,38,97920,4800,55700,3960,1,[],FALSE,Saccade: 20 ms,0,[],[],NA,NA,NA,NA,NA,NA,9210,[ ],NA,NA,NA,20,92050,4800,57050,3970,14,Trial: 4,351541,NA,NA,NA,NA
anna,4,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,712,NA,3,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 524 ms,0,[],[],NA,NA,NA,NA,NA,637300,NA,NA,NA,NA,NA,524,NA,SPAN_NONE,83040,NA,4775,52720,NA,3930,anna.EDF,RIGHT,RECORDING_SESSION,TRUE,357970,NA,Full Trial Period,TRUE,351541,NA,NA,NA,NA,NA,11885,AFTER,UP,"0,92",302,1026,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 726 ms,0,[],[],NA,NA,NA,NA,NA,660900,NA,NA,NA,726,NA,SPAN_NONE,80920,NA,4765,49560,NA,3905,"0,69",11847,4975,NA,NA,NA,FALSE,UP,12,[ ],NA,NA,NA,724,81440,4770,50330,3920,3,[],FALSE,Saccade: 714 ms,0,[],[],NA,NA,NA,NA,NA,NA,5994,[ ],NA,NA,NA,714,83010,4780,52710,3930,"-18,47",NONE,RIGHT,"2,87",454,492,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 40 ms,2,"[SYNCTIME 313766, stimuli\f_pl_o1_div_+o.avi]","[114, 114]",SYNCTIME 313766,114,NA,NA,NA,641100,NA,NA,NA,40,NA,SPAN_NONE,96090,NA,4810,56310,NA,3965,"3,14","154,12",10462,NA,NA,NA,FALSE,LEFT,30,[ ],NA,NA,NA,522,82340,4770,51650,3930,2,[],FALSE,Saccade: 494 ms,0,[],[],NA,NA,NA,NA,NA,NA,19907,[ ],NA,NA,NA,494,95860,4810,57060,3970,14,Trial: 4,351541,NA,NA,NA,NA
anna,4,FALSE,AFTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,1026,NA,4,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 726 ms,0,[],[],NA,NA,NA,NA,NA,660900,NA,NA,NA,NA,NA,726,NA,SPAN_NONE,80920,NA,4765,49560,NA,3905,anna.EDF,RIGHT,RECORDING_SESSION,TRUE,357970,NA,Full Trial Period,TRUE,351541,NA,NA,NA,NA,NA,9218,BEFORE,UP,"1,28",290,1554,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 1266 ms,0,[],[],NA,NA,NA,NA,NA,716100,NA,NA,NA,1266,NA,SPAN_NONE,80690,NA,4735,44610,NA,3860,"11,81",-8862,64583,184,1256,1074,TRUE,DOWN,238,[ ],NA,NA,NA,1264,82340,4730,97150,3850,4,[],FALSE,Saccade: 1028 ms,0,[],[],NA,NA,NA,NA,NA,NA,251069,[ ],NA,NA,NA,1028,80940,4760,47990,3900,"-61,15",NONE,DOWN,"0,92",190,712,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 524 ms,0,[],[],NA,NA,NA,NA,NA,637300,NA,NA,NA,524,NA,SPAN_NONE,83040,NA,4775,52720,NA,3930,"0,69","118,47",4975,NA,NA,NA,FALSE,UP,12,[ ],NA,NA,NA,724,81440,4770,50330,3920,3,[],FALSE,Saccade: 714 ms,0,[],[],NA,NA,NA,NA,NA,NA,5994,[ ],NA,NA,NA,714,83010,4780,52710,3930,14,Trial: 4,351541,NA,NA,NA,NA
anna,4,FALSE,BEFORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,1554,NA,5,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 1266 ms,0,[],[],NA,NA,NA,NA,NA,716100,NA,NA,NA,NA,NA,1266,NA,SPAN_NONE,80690,NA,4735,44610,NA,3860,anna.EDF,RIGHT,RECORDING_SESSION,TRUE,357970,NA,Full Trial Period,TRUE,351541,NA,NA,NA,NA,NA,5461,NONE,NA,"0,49",610,2174,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 1566 ms,0,[],[],NA,NA,NA,NA,NA,699800,NA,NA,NA,1566,NA,SPAN_NONE,82040,NA,4735,43060,NA,3865,"0,34",9427,3741,NA,NA,NA,FALSE,NA,10,[ ],NA,NA,NA,1564,80750,4740,42000,3860,5,[],FALSE,Saccade: 1556 ms,0,[],[],NA,NA,NA,NA,NA,NA,3976,[ ],NA,NA,NA,1556,80870,4740,43310,3870,"-87,83",AFTER,DOWN,"1,28",302,1026,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 726 ms,0,[],[],NA,NA,NA,NA,NA,660900,NA,NA,NA,726,NA,SPAN_NONE,80920,NA,4765,49560,NA,3905,"11,81","-88,62",64583,184,1256,1074,TRUE,DOWN,238,[ ],NA,NA,NA,1264,82340,4730,97150,3850,4,[],FALSE,Saccade: 1028 ms,0,[],[],NA,NA,NA,NA,NA,NA,251069,[ ],NA,NA,NA,1028,80940,4760,47990,3900,14,Trial: 4,351541,NA,NA,NA,NA
anna,4,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,2174,NA,6,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 1566 ms,0,[],[],NA,NA,NA,NA,NA,699800,NA,NA,NA,NA,NA,1566,NA,SPAN_NONE,82040,NA,4735,43060,NA,3865,anna.EDF,RIGHT,RECORDING_SESSION,TRUE,357970,NA,Full Trial Period,TRUE,351541,NA,NA,NA,NA,NA,-9498,NONE,DOWN,"6,94",240,2464,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 2226 ms,0,[],[],NA,NA,NA,NA,NA,656200,NA,NA,NA,2226,NA,SPAN_NONE,79150,NA,4865,70530,NA,4080,"5,61",-9760,18612,NA,NA,NA,FALSE,DOWN,50,[ ],NA,NA,NA,2224,79370,4850,66280,4050,6,[],FALSE,Saccade: 2176 ms,0,[],[],NA,NA,NA,NA,NA,NA,45416,[ ],NA,NA,NA,2176,82930,4740,44240,3870,"-125,39",BEFORE,NA,"0,49",290,1554,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 1266 ms,0,[],[],NA,NA,NA,NA,NA,716100,NA,NA,NA,1266,NA,SPAN_NONE,80690,NA,4735,44610,NA,3860,"0,34","94,27",3741,NA,NA,NA,FALSE,NA,10,[ ],NA,NA,NA,1564,80750,4740,42000,3860,5,[],FALSE,Saccade: 1556 ms,0,[],[],NA,NA,NA,NA,NA,NA,3976,[ ],NA,NA,NA,1556,80870,4740,43310,3870,14,Trial: 4,351541,NA,NA,NA,NA
anna,4,FALSE,NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,2464,NA,7,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 2226 ms,0,[],[],NA,NA,NA,NA,NA,656200,NA,NA,NA,NA,NA,2226,NA,SPAN_NONE,79150,NA,4865,70530,NA,4080,anna.EDF,RIGHT,RECORDING_SESSION,TRUE,357970,NA,Full Trial Period,TRUE,351541,NA,NA,NA,NA,NA,16305,NONE,NA,"0,48",476,2950,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 2476 ms,0,[],[],NA,NA,NA,NA,NA,651700,NA,NA,NA,2476,NA,SPAN_NONE,76920,NA,4875,69960,NA,4090,"0,47",13872,4537,NA,NA,NA,FALSE,NA,10,[ ],NA,NA,NA,2474,77110,4870,69260,4080,7,[],FALSE,Saccade: 2466 ms,0,[],[],NA,NA,NA,NA,NA,NA,5146,[ ],NA,NA,NA,2466,78850,4880,70540,4090,"85,02",NONE,UP,"6,94",610,2174,NA,[],[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Fixation: 1566 ms,0,[],[],NA,NA,NA,NA,NA,699800,NA,NA,NA,1566,NA,SPAN_NONE,82040,NA,4735,43060,NA,3865,"5,61","-97,60",18612,NA,NA,NA,FALSE,DOWN,50,[ ],NA,NA,NA,2224,79370,4850,66280,4050,6,[],FALSE,Saccade: 2176 ms,0,[],[],NA,NA,NA,NA,NA,NA,45416,[ ],NA,NA,NA,2176,82930,4740,44240,3870,14,Trial: 4,351541,NA,NA,NA,NA
