RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_SAC_ADJUSTED,CURRENT_SAC_AMPLITUDE,CURRENT_SAC_ANGLE,CURRENT_SAC_AVG_VELOCITY,CURRENT_SAC_BLINK_DURATION,CURRENT_SAC_BLINK_END,CURRENT_SAC_BLINK_START,CURRENT_SAC_CONTAINS_BLINK,CURRENT_SAC_DIRECTION,CURRENT_SAC_DURATION,CURRENT_SAC_END_INTEREST_AREAS,CURRENT_SAC_END_INTEREST_AREA_DATA,CURRENT_SAC_END_INTEREST_AREA_ID,CURRENT_SAC_END_INTEREST_AREA_INDEX,CURRENT_SAC_END_INTEREST_AREA_LABEL,CURRENT_SAC_END_INTEREST_AREA_X_OFFSET,CURRENT_SAC_END_INTEREST_AREA_Y_OFFSET,CURRENT_SAC_END_TIME,CURRENT_SAC_END_X,CURRENT_SAC_END_X_RESOLUTION,CURRENT_SAC_END_Y,CURRENT_SAC_END_Y_RESOLUTION,CURRENT_SAC_INDEX,CURRENT_SAC_INPUT_EVENTS,CURRENT_SAC_IS_RT_END,CURRENT_SAC_LABEL,CURRENT_SAC_MSG_COUNT,CURRENT_SAC_MSG_LIST_TEXT,CURRENT_SAC_MSG_LIST_TIME,CURRENT_SAC_MSG_TEXT_1,CURRENT_SAC_MSG_TIME_1,CURRENT_SAC_NEAREST_END_INTEREST_AREA,CURRENT_SAC_NEAREST_END_INTEREST_AREA_DISTANCE,CURRENT_SAC_NEAREST_END_INTEREST_AREA_LABEL,CURRENT_SAC_NEAREST_START_INTEREST_AREA,CURRENT_SAC_NEAREST_START_INTEREST_AREA_DISTANCE,CURRENT_SAC_NEAREST_START_INTEREST_AREA_LABEL,CURRENT_SAC_PEAK_VELOCITY,CURRENT_SAC_PEAK_VELOCITY_TIME,CURRENT_SAC_START_INTEREST_AREAS,CURRENT_SAC_START_INTEREST_AREA_DATA,CURRENT_SAC_START_INTEREST_AREA_ID,CURRENT_SAC_START_INTEREST_AREA_INDEX,CURRENT_SAC_START_INTEREST_AREA_LABEL,CURRENT_SAC_START_INTEREST_AREA_X_OFFSET,CURRENT_SAC_START_INTEREST_AREA_Y_OFFSET,CURRENT_SAC_START_TIME,CURRENT_SAC_START_X,CURRENT_SAC_START_X_RESOLUTION,CURRENT_SAC_START_Y,CURRENT_SAC_START_Y_RESOLUTION,DATA_FILE,EYE_USED,IP_END_EVENT_MATCHED,IP_END_TIME,IP_INDEX,IP_LABEL,IP_START_EVENT_MATCHED,IP_START_TIME,NEXT_FIX_BLINK_AROUND,NEXT_FIX_DURATION,NEXT_FIX_END,NEXT_FIX_INDEX,NEXT_FIX_INPUT_EVENTS,NEXT_FIX_INTEREST_AREAS,NEXT_FIX_INTEREST_AREA_DWELL_TIME,NEXT_FIX_INTEREST_AREA_FIX_COUNT,NEXT_FIX_INTEREST_AREA_ID,NEXT_FIX_INTEREST_AREA_INDEX,NEXT_FIX_INTEREST_AREA_RUN_ID,NEXT_FIX_IS_RT_END,NEXT_FIX_LABEL,NEXT_FIX_MSG_COUNT,NEXT_FIX_MSG_LIST_TEXT,NEXT_FIX_MSG_LIST_TIME,NEXT_FIX_MSG_TEXT_1,NEXT_FIX_MSG_TIME_1,NEXT_FIX_NEAREST_INTEREST_AREA,NEXT_FIX_NEAREST_INTEREST_AREA_LABEL,NEXT_FIX_PUPIL,NEXT_FIX_RUN_DWELL_TIME,NEXT_FIX_RUN_INDEX,NEXT_FIX_RUN_SIZE,NEXT_FIX_START,NEXT_FIX_TRIAL_SPAN,NEXT_FIX_X,NEXT_FIX_X_RESOLUTION,NEXT_FIX_Y,NEXT_FIX_Y_RESOLUTION,NEXT_SAC_AMPLITUDE,NEXT_SAC_ANGLE,NEXT_SAC_AVG_VELOCITY,NEXT_SAC_BLINK_DURATION,NEXT_SAC_BLINK_END,NEXT_SAC_BLINK_START,NEXT_SAC_CONTAINS_BLINK,NEXT_SAC_DIRECTION,NEXT_SAC_DURATION,NEXT_SAC_END_INTEREST_AREAS,NEXT_SAC_END_INTEREST_AREA_ID,NEXT_SAC_END_INTEREST_AREA_INDEX,NEXT_SAC_END_INTEREST_AREA_LABEL,NEXT_SAC_END_TIME,NEXT_SAC_END_X,NEXT_SAC_END_X_RESOLUTION,NEXT_SAC_END_Y,NEXT_SAC_END_Y_RESOLUTION,NEXT_SAC_INDEX,NEXT_SAC_INPUT_EVENTS,NEXT_SAC_IS_RT_END,NEXT_SAC_LABEL,NEXT_SAC_MSG_COUNT,NEXT_SAC_MSG_LIST_TEXT,NEXT_SAC_MSG_LIST_TIME,NEXT_SAC_MSG_TEXT_1,NEXT_SAC_MSG_TIME_1,NEXT_SAC_NEAREST_END_INTEREST_AREA,NEXT_SAC_NEAREST_END_INTEREST_AREA_LABEL,NEXT_SAC_NEAREST_START_INTEREST_AREA,NEXT_SAC_NEAREST_START_INTEREST_AREA_LABEL,NEXT_SAC_PEAK_VELOCITY,NEXT_SAC_PEAK_VELOCITY_TIME,NEXT_SAC_START_INTEREST_AREAS,NEXT_SAC_START_INTEREST_AREA_ID,NEXT_SAC_START_INTEREST_AREA_INDEX,NEXT_SAC_START_INTEREST_AREA_LABEL,NEXT_SAC_START_TIME,NEXT_SAC_START_X,NEXT_SAC_START_X_RESOLUTION,NEXT_SAC_START_Y,NEXT_SAC_START_Y_RESOLUTION,PREVIOUS_FIX_BLINK_AROUND,PREVIOUS_FIX_DURATION,PREVIOUS_FIX_END,PREVIOUS_FIX_INDEX,PREVIOUS_FIX_INPUT_EVENTS,PREVIOUS_FIX_INTEREST_AREAS,PREVIOUS_FIX_INTEREST_AREA_DWELL_TIME,PREVIOUS_FIX_INTEREST_AREA_FIX_COUNT,PREVIOUS_FIX_INTEREST_AREA_ID,PREVIOUS_FIX_INTEREST_AREA_INDEX,PREVIOUS_FIX_INTEREST_AREA_RUN_ID,PREVIOUS_FIX_IS_RT_END,PREVIOUS_FIX_LABEL,PREVIOUS_FIX_MSG_COUNT,PREVIOUS_FIX_MSG_LIST_TEXT,PREVIOUS_FIX_MSG_LIST_TIME,PREVIOUS_FIX_MSG_TEXT_1,PREVIOUS_FIX_MSG_TIME_1,PREVIOUS_FIX_NEAREST_INTEREST_AREA,PREVIOUS_FIX_NEAREST_INTEREST_AREA_LABEL,PREVIOUS_FIX_PUPIL,PREVIOUS_FIX_RUN_DWELL_TIME,PREVIOUS_FIX_RUN_INDEX,PREVIOUS_FIX_RUN_SIZE,PREVIOUS_FIX_START,PREVIOUS_FIX_TRIAL_SPAN,PREVIOUS_FIX_X,PREVIOUS_FIX_X_RESOLUTION,PREVIOUS_FIX_Y,PREVIOUS_FIX_Y_RESOLUTION,PREVIOUS_SAC_AMPLITUDE,PREVIOUS_SAC_ANGLE,PREVIOUS_SAC_AVG_VELOCITY,PREVIOUS_SAC_BLINK_DURATION,PREVIOUS_SAC_BLINK_END,PREVIOUS_SAC_BLINK_START,PREVIOUS_SAC_CONTAINS_BLINK,PREVIOUS_SAC_DIRECTION,PREVIOUS_SAC_DURATION,PREVIOUS_SAC_END_INTEREST_AREAS,PREVIOUS_SAC_END_INTEREST_AREA_ID,PREVIOUS_SAC_END_INTEREST_AREA_INDEX,PREVIOUS_SAC_END_INTEREST_AREA_LABEL,PREVIOUS_SAC_END_TIME,PREVIOUS_SAC_END_X,PREVIOUS_SAC_END_X_RESOLUTION,PREVIOUS_SAC_END_Y,PREVIOUS_SAC_END_Y_RESOLUTION,PREVIOUS_SAC_INDEX,PREVIOUS_SAC_INPUT_EVENTS,PREVIOUS_SAC_IS_RT_END,PREVIOUS_SAC_LABEL,PREVIOUS_SAC_MSG_COUNT,PREVIOUS_SAC_MSG_LIST_TEXT,PREVIOUS_SAC_MSG_LIST_TIME,PREVIOUS_SAC_MSG_TEXT_1,PREVIOUS_SAC_MSG_TIME_1,PREVIOUS_SAC_NEAREST_END_INTEREST_AREA,PREVIOUS_SAC_NEAREST_END_INTEREST_AREA_LABEL,PREVIOUS_SAC_NEAREST_START_INTEREST_AREA,PREVIOUS_SAC_NEAREST_START_INTEREST_AREA_LABEL,PREVIOUS_SAC_PEAK_VELOCITY,PREVIOUS_SAC_PEAK_VELOCITY_TIME,PREVIOUS_SAC_START_INTEREST_AREAS,PREVIOUS_SAC_START_INTEREST_AREA_ID,PREVIOUS_SAC_START_INTEREST_AREA_INDEX,PREVIOUS_SAC_START_INTEREST_AREA_LABEL,PREVIOUS_SAC_START_TIME,PREVIOUS_SAC_START_X,PREVIOUS_SAC_START_X_RESOLUTION,PREVIOUS_SAC_START_Y,PREVIOUS_SAC_START_Y_RESOLUTION,TRIAL_LABEL,TRIAL_SACCADE_TOTAL,TRIAL_START_TIME,VIDEO_FRAME_INDEX_END,VIDEO_FRAME_INDEX_START,VIDEO_NAME_END,VIDEO_NAME_START
gusm,1,FALSE,5.22,-10561,14509,NA,NA,NA,FALSE,DOWN,36,[ ],NA,NA,NA,NA,NA,NA,2348,78380,4820,60730,4000,4,[],FALSE,Saccade: 2314 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,24848,957979,[ ],NA,NA,NA,NA,NA,NA,2314,85080,4730,40990,3860,gusm.EDF,RIGHT,TRUE,962114,NA,Full Trial Period,TRUE,955649,NONE,3466,5814,5,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 2350 ms,1,[TRIAL OK],[5467],TRIAL OK,5467,NA,NA,775500,NA,NA,NA,2350,SPAN_NONE,71040,4840,63290,4030,"7,12",5870,14300,NA,NA,NA,FALSE,UP,52,[ ],NA,NA,NA,5866,87170,4740,42130,3860,5,[],FALSE,Saccade: 5816 ms,0,[],[],NA,NA,NA,NA,NA,NA,20762,961501,[ ],NA,NA,NA,5816,69420,4860,66210,4060,BEFORE,978,2312,4,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 1336 ms,0,[],[],NA,NA,NA,NA,689800,NA,NA,NA,1336,SPAN_NONE,84360,4735,42740,3865,"0,08",14935,25100,50,1246,1198,TRUE,NA,172,[ ],NA,NA,NA,1334,83510,4740,44060,3870,3,[],FALSE,Saccade: 1164 ms,0,[],[],NA,NA,NA,NA,NA,NA,81221,956835,[ ],NA,NA,NA,1164,83820,4740,44210,3870,Trial: 1,6,955649,NA,NA,NA,NA
gusm,1,FALSE,7.12,5870,14300,NA,NA,NA,FALSE,UP,52,[ ],NA,NA,NA,NA,NA,NA,5866,87170,4740,42130,3860,5,[],FALSE,Saccade: 5816 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,20762,961501,[ ],NA,NA,NA,NA,NA,NA,5816,69420,4860,66210,4060,gusm.EDF,RIGHT,TRUE,962114,NA,Full Trial Period,TRUE,955649,NONE,176,6042,6,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 5868 ms,0,[],[],NA,NA,NA,NA,768200,NA,NA,NA,5868,SPAN_NONE,86100,4740,42740,3865,"0,54",-9599,4268,NA,NA,NA,FALSE,DOWN,12,[ ],NA,NA,NA,6054,85790,4750,45380,3880,6,[],FALSE,Saccade: 6044 ms,0,[],[],NA,NA,NA,NA,NA,NA,5090,961699,[ ],NA,NA,NA,6044,86060,4740,43280,3870,NONE,3466,5814,5,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 2350 ms,1,[TRIAL OK],[5467],TRIAL OK,5467,NA,NA,775500,NA,NA,NA,2350,SPAN_NONE,71040,4840,63290,4030,"5,22",-10561,14509,NA,NA,NA,FALSE,DOWN,36,[ ],NA,NA,NA,2348,78380,4820,60730,4000,4,[],FALSE,Saccade: 2314 ms,0,[],[],NA,NA,NA,NA,NA,NA,24848,957979,[ ],NA,NA,NA,2314,85080,4730,40990,3860,Trial: 1,6,955649,NA,NA,NA,NA
gusm,1,FALSE,0.54,-9599,4268,NA,NA,NA,FALSE,DOWN,12,[ ],NA,NA,NA,NA,NA,NA,6054,85790,4750,45380,3880,6,[],FALSE,Saccade: 6044 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,5090,961699,[ ],NA,NA,NA,NA,NA,NA,6044,86060,4740,43280,3870,gusm.EDF,RIGHT,TRUE,962114,NA,Full Trial Period,TRUE,955649,NONE,408,6462,7,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 6056 ms,0,[],[],NA,NA,NA,NA,754700,NA,NA,NA,6056,SPAN_NONE,85180,4745,45160,3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,176,6042,6,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 5868 ms,0,[],[],NA,NA,NA,NA,768200,NA,NA,NA,5868,SPAN_NONE,86100,4740,42740,3865,"7,12",5870,14300,NA,NA,NA,FALSE,UP,52,[ ],NA,NA,NA,5866,87170,4740,42130,3860,5,[],FALSE,Saccade: 5816 ms,0,[],[],NA,NA,NA,NA,NA,NA,20762,961501,[ ],NA,NA,NA,5816,69420,4860,66210,4060,Trial: 1,6,955649,NA,NA,NA,NA
gusm,2,FALSE,2.42,3049,10381,NA,NA,NA,FALSE,RIGHT,24,[ ],NA,NA,NA,NA,NA,NA,476,83930,4760,48700,3900,1,[],FALSE,Saccade: 454 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,15014,963915,[ ],NA,NA,NA,NA,NA,NA,454,73960,4790,53520,3940,gusm.EDF,RIGHT,TRUE,969846,NA,Full Trial Period,TRUE,963449,NONE,488,964,2,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 478 ms,0,[],[],NA,NA,NA,NA,717300,NA,NA,NA,478,SPAN_NONE,85160,4755,46740,3895,"0,63",11350,11967,NA,NA,NA,FALSE,UP,64,[ ],NA,NA,NA,1028,84610,4740,44440,3880,2,[],FALSE,Saccade: 966 ms,0,[],[],NA,NA,NA,NA,NA,NA,28001,964433,[ ],NA,NA,NA,966,85810,4750,46700,3890,NONE,436,452,1,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 18 ms,2,"[SYNCTIME 135241, stimuli\m_pl_o1_dir_-o.avi]","[127, 127]",SYNCTIME 135241,127,NA,NA,720000,NA,NA,NA,18,SPAN_NONE,75090,4785,53870,3940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trial: 2,7,963449,NA,NA,NA,NA
gusm,2,FALSE,0.63,11350,11967,NA,NA,NA,FALSE,UP,64,[ ],NA,NA,NA,NA,NA,NA,1028,84610,4740,44440,3880,2,[],FALSE,Saccade: 966 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,28001,964433,[ ],NA,NA,NA,NA,NA,NA,966,85810,4750,46700,3890,gusm.EDF,RIGHT,TRUE,969846,NA,Full Trial Period,TRUE,963449,NONE,2018,3046,3,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 1030 ms,0,[],[],NA,NA,NA,NA,744600,NA,NA,NA,1030,SPAN_NONE,86980,4745,45210,3875,"5,79",-9286,15059,NA,NA,NA,FALSE,DOWN,38,[ ],NA,NA,NA,3084,87520,4860,67700,4070,3,[],FALSE,Saccade: 3048 ms,0,[],[],NA,NA,NA,NA,NA,NA,27145,966513,[ ],NA,NA,NA,3048,88910,4750,44720,3880,NONE,488,964,2,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 478 ms,0,[],[],NA,NA,NA,NA,717300,NA,NA,NA,478,SPAN_NONE,85160,4755,46740,3895,"2,42",3049,10381,NA,NA,NA,FALSE,RIGHT,24,[ ],NA,NA,NA,476,83930,4760,48700,3900,1,[],FALSE,Saccade: 454 ms,0,[],[],NA,NA,NA,NA,NA,NA,15014,963915,[ ],NA,NA,NA,454,73960,4790,53520,3940,Trial: 2,7,963449,NA,NA,NA,NA
gusm,2,FALSE,5.79,-9286,15059,NA,NA,NA,FALSE,DOWN,38,[ ],NA,NA,NA,NA,NA,NA,3084,87520,4860,67700,4070,3,[],FALSE,Saccade: 3048 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,27145,966513,[ ],NA,NA,NA,NA,NA,NA,3048,88910,4750,44720,3880,gusm.EDF,RIGHT,TRUE,969846,NA,Full Trial Period,TRUE,963449,NONE,972,4056,4,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 3086 ms,0,[],[],NA,NA,NA,NA,786700,NA,NA,NA,3086,SPAN_NONE,87640,4860,67170,4065,"4,90",8803,11175,NA,NA,NA,FALSE,UP,44,[ ],NA,NA,NA,4100,88030,4760,48230,3900,4,[],FALSE,Saccade: 4058 ms,0,[],[],NA,NA,NA,NA,NA,NA,15122,967521,[ ],NA,NA,NA,4058,87220,4860,67750,4070,NONE,2018,3046,3,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 1030 ms,0,[],[],NA,NA,NA,NA,744600,NA,NA,NA,1030,SPAN_NONE,86980,4745,45210,3875,"0,63",11350,11967,NA,NA,NA,FALSE,UP,64,[ ],NA,NA,NA,1028,84610,4740,44440,3880,2,[],FALSE,Saccade: 966 ms,0,[],[],NA,NA,NA,NA,NA,NA,28001,964433,[ ],NA,NA,NA,966,85810,4750,46700,3890,Trial: 2,7,963449,NA,NA,NA,NA
gusm,2,FALSE,4.9,8803,11175,NA,NA,NA,FALSE,UP,44,[ ],NA,NA,NA,NA,NA,NA,4100,88030,4760,48230,3900,4,[],FALSE,Saccade: 4058 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,15122,967521,[ ],NA,NA,NA,NA,NA,NA,4058,87220,4860,67750,4070,gusm.EDF,RIGHT,TRUE,969846,NA,Full Trial Period,TRUE,963449,NONE,202,4302,5,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 4102 ms,0,[],[],NA,NA,NA,NA,792300,NA,NA,NA,4102,SPAN_NONE,87340,4760,48280,3900,"0,50",6931,3485,NA,NA,NA,FALSE,UP,18,[ ],NA,NA,NA,4320,88310,4750,45730,3880,5,[],FALSE,Saccade: 4304 ms,0,[],[],NA,NA,NA,NA,NA,NA,3877,967767,[ ],NA,NA,NA,4304,87470,4760,47550,3900,NONE,972,4056,4,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 3086 ms,0,[],[],NA,NA,NA,NA,786700,NA,NA,NA,3086,SPAN_NONE,87640,4860,67170,4065,"5,79",-9286,15059,NA,NA,NA,FALSE,DOWN,38,[ ],NA,NA,NA,3084,87520,4860,67700,4070,3,[],FALSE,Saccade: 3048 ms,0,[],[],NA,NA,NA,NA,NA,NA,27145,966513,[ ],NA,NA,NA,3048,88910,4750,44720,3880,Trial: 2,7,963449,NA,NA,NA,NA
gusm,2,FALSE,0.5,6931,3485,NA,NA,NA,FALSE,UP,18,[ ],NA,NA,NA,NA,NA,NA,4320,88310,4750,45730,3880,5,[],FALSE,Saccade: 4304 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,3877,967767,[ ],NA,NA,NA,NA,NA,NA,4304,87470,4760,47550,3900,gusm.EDF,RIGHT,TRUE,969846,NA,Full Trial Period,TRUE,963449,NONE,374,4694,6,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 4322 ms,0,[],[],NA,NA,NA,NA,784800,NA,NA,NA,4322,SPAN_NONE,87650,4745,44620,3880,"5,58",-9332,13265,NA,NA,NA,FALSE,DOWN,42,[ ],NA,NA,NA,4736,85380,4850,66610,4050,6,[],FALSE,Saccade: 4696 ms,0,[],[],NA,NA,NA,NA,NA,NA,21669,968161,[ ],NA,NA,NA,4696,86930,4740,44540,3880,NONE,202,4302,5,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 4102 ms,0,[],[],NA,NA,NA,NA,792300,NA,NA,NA,4102,SPAN_NONE,87340,4760,48280,3900,"4,90",8803,11175,NA,NA,NA,FALSE,UP,44,[ ],NA,NA,NA,4100,88030,4760,48230,3900,4,[],FALSE,Saccade: 4058 ms,0,[],[],NA,NA,NA,NA,NA,NA,15122,967521,[ ],NA,NA,NA,4058,87220,4860,67750,4070,Trial: 2,7,963449,NA,NA,NA,NA
gusm,2,FALSE,5.58,-9332,13265,NA,NA,NA,FALSE,DOWN,42,[ ],NA,NA,NA,NA,NA,NA,4736,85380,4850,66610,4050,6,[],FALSE,Saccade: 4696 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,21669,968161,[ ],NA,NA,NA,NA,NA,NA,4696,86930,4740,44540,3880,gusm.EDF,RIGHT,TRUE,969846,NA,Full Trial Period,TRUE,963449,NONE,540,5276,7,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 4738 ms,0,[],[],NA,NA,NA,NA,801500,NA,NA,NA,4738,SPAN_NONE,84900,4845,65480,4045,"6,06",8394,13683,NA,NA,NA,FALSE,UP,44,[ ],NA,NA,NA,5320,88490,4730,41220,3860,7,[],FALSE,Saccade: 5278 ms,0,[],[],NA,NA,NA,NA,NA,NA,19968,968747,[ ],NA,NA,NA,5278,85430,4840,65020,4040,NONE,374,4694,6,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 4322 ms,0,[],[],NA,NA,NA,NA,784800,NA,NA,NA,4322,SPAN_NONE,87650,4745,44620,3880,"0,50",6931,3485,NA,NA,NA,FALSE,UP,18,[ ],NA,NA,NA,4320,88310,4750,45730,3880,5,[],FALSE,Saccade: 4304 ms,0,[],[],NA,NA,NA,NA,NA,NA,3877,967767,[ ],NA,NA,NA,4304,87470,4760,47550,3900,Trial: 2,7,963449,NA,NA,NA,NA
gusm,2,FALSE,6.06,8394,13683,NA,NA,NA,FALSE,UP,44,[ ],NA,NA,NA,NA,NA,NA,5320,88490,4730,41220,3860,7,[],FALSE,Saccade: 5278 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,19968,968747,[ ],NA,NA,NA,NA,NA,NA,5278,85430,4840,65020,4040,gusm.EDF,RIGHT,TRUE,969846,NA,Full Trial Period,TRUE,963449,NONE,1074,6394,8,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 5322 ms,1,[TRIAL OK],[5399],TRIAL OK,5399,NA,NA,805300,NA,NA,NA,5322,SPAN_NONE,87600,4735,42500,3865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,540,5276,7,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 4738 ms,0,[],[],NA,NA,NA,NA,801500,NA,NA,NA,4738,SPAN_NONE,84900,4845,65480,4045,"5,58",-9332,13265,NA,NA,NA,FALSE,DOWN,42,[ ],NA,NA,NA,4736,85380,4850,66610,4050,6,[],FALSE,Saccade: 4696 ms,0,[],[],NA,NA,NA,NA,NA,NA,21669,968161,[ ],NA,NA,NA,4696,86930,4740,44540,3880,Trial: 2,7,963449,NA,NA,NA,NA
gusm,3,FALSE,2.43,-299,10063,NA,NA,NA,FALSE,RIGHT,24,[ ],NA,NA,NA,NA,NA,NA,434,87640,4790,55760,3960,1,[],FALSE,Saccade: 412 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,17161,971473,[ ],NA,NA,NA,NA,NA,NA,412,76030,4790,55260,3950,gusm.EDF,RIGHT,TRUE,977444,NA,Full Trial Period,TRUE,971049,NONE,142,576,2,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 436 ms,0,[],[],NA,NA,NA,NA,743900,NA,NA,NA,436,SPAN_NONE,86950,4785,54130,3945,"1,53",8638,6941,NA,NA,NA,FALSE,UP,22,[ ],NA,NA,NA,598,87030,4760,47350,3900,2,[],FALSE,Saccade: 578 ms,0,[],[],NA,NA,NA,NA,NA,NA,10009,971637,[ ],NA,NA,NA,578,86570,4780,53330,3940,NONE,408,410,1,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 4 ms,2,"[SYNCTIME 142842, stimuli\f_pl_o1_div_+o.avi]","[128, 128]",SYNCTIME 142842,128,NA,NA,739800,NA,NA,NA,4,SPAN_NONE,76180,4790,54790,3955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trial: 3,10,971049,NA,NA,NA,NA
gusm,3,FALSE,1.53,8638,6941,NA,NA,NA,FALSE,UP,22,[ ],NA,NA,NA,NA,NA,NA,598,87030,4760,47350,3900,2,[],FALSE,Saccade: 578 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,10009,971637,[ ],NA,NA,NA,NA,NA,NA,578,86570,4780,53330,3940,gusm.EDF,RIGHT,TRUE,977444,NA,Full Trial Period,TRUE,971049,NONE,1416,2014,3,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 600 ms,0,[],[],NA,NA,NA,NA,745800,NA,NA,NA,600,SPAN_NONE,86230,4750,46720,3885,"3,82",-10818,11655,NA,NA,NA,FALSE,DOWN,34,[ ],NA,NA,NA,2048,79940,4820,60070,3990,3,[],FALSE,Saccade: 2016 ms,0,[],[],NA,NA,NA,NA,NA,NA,21342,973079,[ ],NA,NA,NA,2016,85650,4750,45770,3880,NONE,142,576,2,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 436 ms,0,[],[],NA,NA,NA,NA,743900,NA,NA,NA,436,SPAN_NONE,86950,4785,54130,3945,"2,43",-299,10063,NA,NA,NA,FALSE,RIGHT,24,[ ],NA,NA,NA,434,87640,4790,55760,3960,1,[],FALSE,Saccade: 412 ms,0,[],[],NA,NA,NA,NA,NA,NA,17161,971473,[ ],NA,NA,NA,412,76030,4790,55260,3950,Trial: 3,10,971049,NA,NA,NA,NA
gusm,3,FALSE,3.82,-10818,11655,NA,NA,NA,FALSE,DOWN,34,[ ],NA,NA,NA,NA,NA,NA,2048,79940,4820,60070,3990,3,[],FALSE,Saccade: 2016 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,21342,973079,[ ],NA,NA,NA,NA,NA,NA,2016,85650,4750,45770,3880,gusm.EDF,RIGHT,TRUE,977444,NA,Full Trial Period,TRUE,971049,NONE,260,2308,4,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 2050 ms,0,[],[],NA,NA,NA,NA,785800,NA,NA,NA,2050,SPAN_NONE,79800,4810,59320,3990,"3,95",6296,10708,NA,NA,NA,FALSE,UP,38,[ ],NA,NA,NA,2346,88620,4750,46050,3890,4,[],FALSE,Saccade: 2310 ms,0,[],[],NA,NA,NA,NA,NA,NA,17589,973373,[ ],NA,NA,NA,2310,80030,4810,59920,3990,NONE,1416,2014,3,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 600 ms,0,[],[],NA,NA,NA,NA,745800,NA,NA,NA,600,SPAN_NONE,86230,4750,46720,3885,"1,53",8638,6941,NA,NA,NA,FALSE,UP,22,[ ],NA,NA,NA,598,87030,4760,47350,3900,2,[],FALSE,Saccade: 578 ms,0,[],[],NA,NA,NA,NA,NA,NA,10009,971637,[ ],NA,NA,NA,578,86570,4780,53330,3940,Trial: 3,10,971049,NA,NA,NA,NA
