RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_SAC_ADJUSTED,CURRENT_SAC_AMPLITUDE,CURRENT_SAC_ANGLE,CURRENT_SAC_AVG_VELOCITY,CURRENT_SAC_BLINK_DURATION,CURRENT_SAC_BLINK_END,CURRENT_SAC_BLINK_START,CURRENT_SAC_CONTAINS_BLINK,CURRENT_SAC_DIRECTION,CURRENT_SAC_DURATION,CURRENT_SAC_END_INTEREST_AREAS,CURRENT_SAC_END_INTEREST_AREA_DATA,CURRENT_SAC_END_INTEREST_AREA_ID,CURRENT_SAC_END_INTEREST_AREA_INDEX,CURRENT_SAC_END_INTEREST_AREA_LABEL,CURRENT_SAC_END_INTEREST_AREA_X_OFFSET,CURRENT_SAC_END_INTEREST_AREA_Y_OFFSET,CURRENT_SAC_END_TIME,CURRENT_SAC_END_X,CURRENT_SAC_END_X_RESOLUTION,CURRENT_SAC_END_Y,CURRENT_SAC_END_Y_RESOLUTION,CURRENT_SAC_INDEX,CURRENT_SAC_INPUT_EVENTS,CURRENT_SAC_IS_RT_END,CURRENT_SAC_LABEL,CURRENT_SAC_MSG_COUNT,CURRENT_SAC_MSG_LIST_TEXT,CURRENT_SAC_MSG_LIST_TIME,CURRENT_SAC_MSG_TEXT_1,CURRENT_SAC_MSG_TIME_1,CURRENT_SAC_NEAREST_END_INTEREST_AREA,CURRENT_SAC_NEAREST_END_INTEREST_AREA_DISTANCE,CURRENT_SAC_NEAREST_END_INTEREST_AREA_LABEL,CURRENT_SAC_NEAREST_START_INTEREST_AREA,CURRENT_SAC_NEAREST_START_INTEREST_AREA_DISTANCE,CURRENT_SAC_NEAREST_START_INTEREST_AREA_LABEL,CURRENT_SAC_PEAK_VELOCITY,CURRENT_SAC_PEAK_VELOCITY_TIME,CURRENT_SAC_START_INTEREST_AREAS,CURRENT_SAC_START_INTEREST_AREA_DATA,CURRENT_SAC_START_INTEREST_AREA_ID,CURRENT_SAC_START_INTEREST_AREA_INDEX,CURRENT_SAC_START_INTEREST_AREA_LABEL,CURRENT_SAC_START_INTEREST_AREA_X_OFFSET,CURRENT_SAC_START_INTEREST_AREA_Y_OFFSET,CURRENT_SAC_START_TIME,CURRENT_SAC_START_X,CURRENT_SAC_START_X_RESOLUTION,CURRENT_SAC_START_Y,CURRENT_SAC_START_Y_RESOLUTION,DATA_FILE,EYE_USED,IP_END_EVENT_MATCHED,IP_END_TIME,IP_INDEX,IP_LABEL,IP_START_EVENT_MATCHED,IP_START_TIME,NEXT_FIX_BLINK_AROUND,NEXT_FIX_DURATION,NEXT_FIX_END,NEXT_FIX_INDEX,NEXT_FIX_INPUT_EVENTS,NEXT_FIX_INTEREST_AREAS,NEXT_FIX_INTEREST_AREA_DWELL_TIME,NEXT_FIX_INTEREST_AREA_FIX_COUNT,NEXT_FIX_INTEREST_AREA_ID,NEXT_FIX_INTEREST_AREA_INDEX,NEXT_FIX_INTEREST_AREA_RUN_ID,NEXT_FIX_IS_RT_END,NEXT_FIX_LABEL,NEXT_FIX_MSG_COUNT,NEXT_FIX_MSG_LIST_TEXT,NEXT_FIX_MSG_LIST_TIME,NEXT_FIX_MSG_TEXT_1,NEXT_FIX_MSG_TIME_1,NEXT_FIX_NEAREST_INTEREST_AREA,NEXT_FIX_NEAREST_INTEREST_AREA_LABEL,NEXT_FIX_PUPIL,NEXT_FIX_RUN_DWELL_TIME,NEXT_FIX_RUN_INDEX,NEXT_FIX_RUN_SIZE,NEXT_FIX_START,NEXT_FIX_TRIAL_SPAN,NEXT_FIX_X,NEXT_FIX_X_RESOLUTION,NEXT_FIX_Y,NEXT_FIX_Y_RESOLUTION,NEXT_SAC_AMPLITUDE,NEXT_SAC_ANGLE,NEXT_SAC_AVG_VELOCITY,NEXT_SAC_BLINK_DURATION,NEXT_SAC_BLINK_END,NEXT_SAC_BLINK_START,NEXT_SAC_CONTAINS_BLINK,NEXT_SAC_DIRECTION,NEXT_SAC_DURATION,NEXT_SAC_END_INTEREST_AREAS,NEXT_SAC_END_INTEREST_AREA_ID,NEXT_SAC_END_INTEREST_AREA_INDEX,NEXT_SAC_END_INTEREST_AREA_LABEL,NEXT_SAC_END_TIME,NEXT_SAC_END_X,NEXT_SAC_END_X_RESOLUTION,NEXT_SAC_END_Y,NEXT_SAC_END_Y_RESOLUTION,NEXT_SAC_INDEX,NEXT_SAC_INPUT_EVENTS,NEXT_SAC_IS_RT_END,NEXT_SAC_LABEL,NEXT_SAC_MSG_COUNT,NEXT_SAC_MSG_LIST_TEXT,NEXT_SAC_MSG_LIST_TIME,NEXT_SAC_MSG_TEXT_1,NEXT_SAC_MSG_TIME_1,NEXT_SAC_NEAREST_END_INTEREST_AREA,NEXT_SAC_NEAREST_END_INTEREST_AREA_LABEL,NEXT_SAC_NEAREST_START_INTEREST_AREA,NEXT_SAC_NEAREST_START_INTEREST_AREA_LABEL,NEXT_SAC_PEAK_VELOCITY,NEXT_SAC_PEAK_VELOCITY_TIME,NEXT_SAC_START_INTEREST_AREAS,NEXT_SAC_START_INTEREST_AREA_ID,NEXT_SAC_START_INTEREST_AREA_INDEX,NEXT_SAC_START_INTEREST_AREA_LABEL,NEXT_SAC_START_TIME,NEXT_SAC_START_X,NEXT_SAC_START_X_RESOLUTION,NEXT_SAC_START_Y,NEXT_SAC_START_Y_RESOLUTION,PREVIOUS_FIX_BLINK_AROUND,PREVIOUS_FIX_DURATION,PREVIOUS_FIX_END,PREVIOUS_FIX_INDEX,PREVIOUS_FIX_INPUT_EVENTS,PREVIOUS_FIX_INTEREST_AREAS,PREVIOUS_FIX_INTEREST_AREA_DWELL_TIME,PREVIOUS_FIX_INTEREST_AREA_FIX_COUNT,PREVIOUS_FIX_INTEREST_AREA_ID,PREVIOUS_FIX_INTEREST_AREA_INDEX,PREVIOUS_FIX_INTEREST_AREA_RUN_ID,PREVIOUS_FIX_IS_RT_END,PREVIOUS_FIX_LABEL,PREVIOUS_FIX_MSG_COUNT,PREVIOUS_FIX_MSG_LIST_TEXT,PREVIOUS_FIX_MSG_LIST_TIME,PREVIOUS_FIX_MSG_TEXT_1,PREVIOUS_FIX_MSG_TIME_1,PREVIOUS_FIX_NEAREST_INTEREST_AREA,PREVIOUS_FIX_NEAREST_INTEREST_AREA_LABEL,PREVIOUS_FIX_PUPIL,PREVIOUS_FIX_RUN_DWELL_TIME,PREVIOUS_FIX_RUN_INDEX,PREVIOUS_FIX_RUN_SIZE,PREVIOUS_FIX_START,PREVIOUS_FIX_TRIAL_SPAN,PREVIOUS_FIX_X,PREVIOUS_FIX_X_RESOLUTION,PREVIOUS_FIX_Y,PREVIOUS_FIX_Y_RESOLUTION,PREVIOUS_SAC_AMPLITUDE,PREVIOUS_SAC_ANGLE,PREVIOUS_SAC_AVG_VELOCITY,PREVIOUS_SAC_BLINK_DURATION,PREVIOUS_SAC_BLINK_END,PREVIOUS_SAC_BLINK_START,PREVIOUS_SAC_CONTAINS_BLINK,PREVIOUS_SAC_DIRECTION,PREVIOUS_SAC_DURATION,PREVIOUS_SAC_END_INTEREST_AREAS,PREVIOUS_SAC_END_INTEREST_AREA_ID,PREVIOUS_SAC_END_INTEREST_AREA_INDEX,PREVIOUS_SAC_END_INTEREST_AREA_LABEL,PREVIOUS_SAC_END_TIME,PREVIOUS_SAC_END_X,PREVIOUS_SAC_END_X_RESOLUTION,PREVIOUS_SAC_END_Y,PREVIOUS_SAC_END_Y_RESOLUTION,PREVIOUS_SAC_INDEX,PREVIOUS_SAC_INPUT_EVENTS,PREVIOUS_SAC_IS_RT_END,PREVIOUS_SAC_LABEL,PREVIOUS_SAC_MSG_COUNT,PREVIOUS_SAC_MSG_LIST_TEXT,PREVIOUS_SAC_MSG_LIST_TIME,PREVIOUS_SAC_MSG_TEXT_1,PREVIOUS_SAC_MSG_TIME_1,PREVIOUS_SAC_NEAREST_END_INTEREST_AREA,PREVIOUS_SAC_NEAREST_END_INTEREST_AREA_LABEL,PREVIOUS_SAC_NEAREST_START_INTEREST_AREA,PREVIOUS_SAC_NEAREST_START_INTEREST_AREA_LABEL,PREVIOUS_SAC_PEAK_VELOCITY,PREVIOUS_SAC_PEAK_VELOCITY_TIME,PREVIOUS_SAC_START_INTEREST_AREAS,PREVIOUS_SAC_START_INTEREST_AREA_ID,PREVIOUS_SAC_START_INTEREST_AREA_INDEX,PREVIOUS_SAC_START_INTEREST_AREA_LABEL,PREVIOUS_SAC_START_TIME,PREVIOUS_SAC_START_X,PREVIOUS_SAC_START_X_RESOLUTION,PREVIOUS_SAC_START_Y,PREVIOUS_SAC_START_Y_RESOLUTION,TRIAL_LABEL,TRIAL_SACCADE_TOTAL,TRIAL_START_TIME,VIDEO_FRAME_INDEX_END,VIDEO_FRAME_INDEX_START,VIDEO_NAME_END,VIDEO_NAME_START
Clement,7,FALSE,0.74,8101,5706,NA,NA,NA,FALSE,UP,12,[ ],NA,NA,NA,NA,NA,NA,1244,83670,4730,41600,3860,4,[],FALSE,Saccade: 1234 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,6824,19730470,[ ],NA,NA,NA,NA,NA,NA,1234,83120,4740,44440,3880,Clement.EDF,LEFT,TRUE,19735613,NA,Full Trial Period,TRUE,19729230,NONE,674,1918,5,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 1246 ms,0,[],[],NA,NA,NA,NA,653200,NA,NA,NA,1246,SPAN_NONE,84120,4730,40870,3860,"0,26",-15603,3047,NA,NA,NA,FALSE,NA,8,[ ],NA,NA,NA,1926,83160,4730,41500,3860,5,[],FALSE,Saccade: 1920 ms,0,[],[],NA,NA,NA,NA,NA,NA,3254,19731154,[ ],NA,NA,NA,1920,84290,4730,41090,3860,NONE,202,1232,4,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 1032 ms,0,[],[],NA,NA,NA,NA,678800,NA,NA,NA,1032,SPAN_NONE,83140,4745,44760,3880,"0,83",4732,5510,NA,NA,NA,FALSE,UP,14,[ ],NA,NA,NA,1030,82940,4750,45470,3880,3,[],FALSE,Saccade: 1018 ms,0,[],[],NA,NA,NA,NA,NA,NA,6804,19730254,[ ],NA,NA,NA,1018,80280,4760,47830,3900,Trial: 7,10,19729230,NA,NA,NA,NA
Clement,7,FALSE,0.26,-15603,3047,NA,NA,NA,FALSE,NA,8,[ ],NA,NA,NA,NA,NA,NA,1926,83160,4730,41500,3860,5,[],FALSE,Saccade: 1920 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,3254,19731154,[ ],NA,NA,NA,NA,NA,NA,1920,84290,4730,41090,3860,Clement.EDF,LEFT,TRUE,19735613,NA,Full Trial Period,TRUE,19729230,NONE,434,2360,6,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 1928 ms,0,[],[],NA,NA,NA,NA,645800,NA,NA,NA,1928,SPAN_NONE,83520,4735,42660,3860,"5,14",-10233,14262,NA,NA,NA,FALSE,DOWN,36,[ ],NA,NA,NA,2396,77960,4830,62460,4020,6,[],FALSE,Saccade: 2362 ms,0,[],[],NA,NA,NA,NA,NA,NA,27515,19731608,[ ],NA,NA,NA,2362,83210,4740,42650,3870,NONE,674,1918,5,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 1246 ms,0,[],[],NA,NA,NA,NA,653200,NA,NA,NA,1246,SPAN_NONE,84120,4730,40870,3860,"0,74",8101,5706,NA,NA,NA,FALSE,UP,12,[ ],NA,NA,NA,1244,83670,4730,41600,3860,4,[],FALSE,Saccade: 1234 ms,0,[],[],NA,NA,NA,NA,NA,NA,6824,19730470,[ ],NA,NA,NA,1234,83120,4740,44440,3880,Trial: 7,10,19729230,NA,NA,NA,NA
Clement,7,FALSE,5.14,-10233,14262,NA,NA,NA,FALSE,DOWN,36,[ ],NA,NA,NA,NA,NA,NA,2396,77960,4830,62460,4020,6,[],FALSE,Saccade: 2362 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,27515,19731608,[ ],NA,NA,NA,NA,NA,NA,2362,83210,4740,42650,3870,Clement.EDF,LEFT,TRUE,19735613,NA,Full Trial Period,TRUE,19729230,NONE,340,2736,7,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 2398 ms,0,[],[],NA,NA,NA,NA,666700,NA,NA,NA,2398,SPAN_NONE,77830,4830,62350,4020,"1,38",-15761,6570,NA,NA,NA,FALSE,LEFT,20,[ ],NA,NA,NA,2756,70210,4850,64820,4040,7,[],FALSE,Saccade: 2738 ms,0,[],[],NA,NA,NA,NA,NA,NA,9600,19731978,[ ],NA,NA,NA,2738,76390,4830,62700,4020,NONE,434,2360,6,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 1928 ms,0,[],[],NA,NA,NA,NA,645800,NA,NA,NA,1928,SPAN_NONE,83520,4735,42660,3860,"0,26",-15603,3047,NA,NA,NA,FALSE,NA,8,[ ],NA,NA,NA,1926,83160,4730,41500,3860,5,[],FALSE,Saccade: 1920 ms,0,[],[],NA,NA,NA,NA,NA,NA,3254,19731154,[ ],NA,NA,NA,1920,84290,4730,41090,3860,Trial: 7,10,19729230,NA,NA,NA,NA
Clement,7,FALSE,1.38,-15761,6570,NA,NA,NA,FALSE,LEFT,20,[ ],NA,NA,NA,NA,NA,NA,2756,70210,4850,64820,4040,7,[],FALSE,Saccade: 2738 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,9600,19731978,[ ],NA,NA,NA,NA,NA,NA,2738,76390,4830,62700,4020,Clement.EDF,LEFT,TRUE,19735613,NA,Full Trial Period,TRUE,19729230,NONE,264,3020,8,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 2758 ms,0,[],[],NA,NA,NA,NA,669800,NA,NA,NA,2758,SPAN_NONE,68850,4860,65920,4050,"6,59",6024,14011,NA,NA,NA,FALSE,UP,48,[ ],NA,NA,NA,3068,83270,4740,44100,3870,8,[],FALSE,Saccade: 3022 ms,0,[],[],NA,NA,NA,NA,NA,NA,20727,19732268,[ ],NA,NA,NA,3022,67540,4870,66800,4060,NONE,340,2736,7,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 2398 ms,0,[],[],NA,NA,NA,NA,666700,NA,NA,NA,2398,SPAN_NONE,77830,4830,62350,4020,"5,14",-10233,14262,NA,NA,NA,FALSE,DOWN,36,[ ],NA,NA,NA,2396,77960,4830,62460,4020,6,[],FALSE,Saccade: 2362 ms,0,[],[],NA,NA,NA,NA,NA,NA,27515,19731608,[ ],NA,NA,NA,2362,83210,4740,42650,3870,Trial: 7,10,19729230,NA,NA,NA,NA
Clement,7,FALSE,6.59,6024,14011,NA,NA,NA,FALSE,UP,48,[ ],NA,NA,NA,NA,NA,NA,3068,83270,4740,44100,3870,8,[],FALSE,Saccade: 3022 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,20727,19732268,[ ],NA,NA,NA,NA,NA,NA,3022,67540,4870,66800,4060,Clement.EDF,LEFT,TRUE,19735613,NA,Full Trial Period,TRUE,19729230,NONE,196,3264,9,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 3070 ms,0,[],[],NA,NA,NA,NA,653300,NA,NA,NA,3070,SPAN_NONE,83800,4745,45320,3875,"1,02",10622,5790,NA,NA,NA,FALSE,UP,16,[ ],NA,NA,NA,3280,82630,4730,41860,3860,9,[],FALSE,Saccade: 3266 ms,0,[],[],NA,NA,NA,NA,NA,NA,8151,19732504,[ ],NA,NA,NA,3266,83980,4750,45650,3880,NONE,264,3020,8,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 2758 ms,0,[],[],NA,NA,NA,NA,669800,NA,NA,NA,2758,SPAN_NONE,68850,4860,65920,4050,"1,38",-15761,6570,NA,NA,NA,FALSE,LEFT,20,[ ],NA,NA,NA,2756,70210,4850,64820,4040,7,[],FALSE,Saccade: 2738 ms,0,[],[],NA,NA,NA,NA,NA,NA,9600,19731978,[ ],NA,NA,NA,2738,76390,4830,62700,4020,Trial: 7,10,19729230,NA,NA,NA,NA
Clement,7,FALSE,1.02,10622,5790,NA,NA,NA,FALSE,UP,16,[ ],NA,NA,NA,NA,NA,NA,3280,82630,4730,41860,3860,9,[],FALSE,Saccade: 3266 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,8151,19732504,[ ],NA,NA,NA,NA,NA,NA,3266,83980,4750,45650,3880,Clement.EDF,LEFT,TRUE,19735613,NA,Full Trial Period,TRUE,19729230,NONE,2698,5978,10,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 3282 ms,1,[TRIAL OK],[5386],TRIAL OK,5386,NA,NA,644600,NA,NA,NA,3282,SPAN_NONE,83280,4730,40850,3855,"0,48",-17477,4246,NA,NA,NA,FALSE,NA,10,[ ],NA,NA,NA,5988,82420,4730,40070,3850,10,[],FALSE,Saccade: 5980 ms,0,[],[],NA,NA,NA,NA,NA,NA,4952,19735214,[ ],NA,NA,NA,5980,84700,4730,39900,3850,NONE,196,3264,9,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 3070 ms,0,[],[],NA,NA,NA,NA,653300,NA,NA,NA,3070,SPAN_NONE,83800,4745,45320,3875,"6,59",6024,14011,NA,NA,NA,FALSE,UP,48,[ ],NA,NA,NA,3068,83270,4740,44100,3870,8,[],FALSE,Saccade: 3022 ms,0,[],[],NA,NA,NA,NA,NA,NA,20727,19732268,[ ],NA,NA,NA,3022,67540,4870,66800,4060,Trial: 7,10,19729230,NA,NA,NA,NA
Clement,7,FALSE,0.48,-17477,4246,NA,NA,NA,FALSE,NA,10,[ ],NA,NA,NA,NA,NA,NA,5988,82420,4730,40070,3850,10,[],FALSE,Saccade: 5980 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,4952,19735214,[ ],NA,NA,NA,NA,NA,NA,5980,84700,4730,39900,3850,Clement.EDF,LEFT,TRUE,19735613,NA,Full Trial Period,TRUE,19729230,NONE,392,6380,11,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 5990 ms,0,[],[],NA,NA,NA,NA,657600,NA,NA,NA,5990,SPAN_NONE,83220,4730,39510,3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,2698,5978,10,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 3282 ms,1,[TRIAL OK],[5386],TRIAL OK,5386,NA,NA,644600,NA,NA,NA,3282,SPAN_NONE,83280,4730,40850,3855,"1,02",10622,5790,NA,NA,NA,FALSE,UP,16,[ ],NA,NA,NA,3280,82630,4730,41860,3860,9,[],FALSE,Saccade: 3266 ms,0,[],[],NA,NA,NA,NA,NA,NA,8151,19732504,[ ],NA,NA,NA,3266,83980,4750,45650,3880,Trial: 7,10,19729230,NA,NA,NA,NA
Clement,8,FALSE,2.8,12087,11703,NA,NA,NA,FALSE,UP,24,[ ],NA,NA,NA,NA,NA,NA,442,84260,4740,44520,3880,1,[],FALSE,Saccade: 420 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,18742,19736854,[ ],NA,NA,NA,NA,NA,NA,420,91100,4790,53910,3940,Clement.EDF,LEFT,TRUE,19742811,NA,Full Trial Period,TRUE,19736422,NONE,398,840,2,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 444 ms,0,[],[],NA,NA,NA,NA,629200,NA,NA,NA,444,SPAN_NONE,84210,4740,43260,3870,"0,77",8342,5035,NA,NA,NA,FALSE,UP,14,[ ],NA,NA,NA,854,84790,4730,40350,3850,2,[],FALSE,Saccade: 842 ms,0,[],[],NA,NA,NA,NA,NA,NA,6360,19737270,[ ],NA,NA,NA,842,84370,4740,43320,3870,NONE,416,418,1,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 4 ms,2,"[SYNCTIME 273865, stimuli\m_pl_o1_dir_-o.avi]","[113, 113]",SYNCTIME 273865,113,NA,NA,635400,NA,NA,NA,4,SPAN_NONE,90680,4790,53840,3945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trial: 8,12,19736422,NA,NA,NA,NA
Clement,8,FALSE,0.77,8342,5035,NA,NA,NA,FALSE,UP,14,[ ],NA,NA,NA,NA,NA,NA,854,84790,4730,40350,3850,2,[],FALSE,Saccade: 842 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,6360,19737270,[ ],NA,NA,NA,NA,NA,NA,842,84370,4740,43320,3870,Clement.EDF,LEFT,TRUE,19742811,NA,Full Trial Period,TRUE,19736422,NONE,398,1252,3,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 856 ms,0,[],[],NA,NA,NA,NA,635400,NA,NA,NA,856,SPAN_NONE,84780,4730,40440,3850,"0,26",-14603,3212,NA,NA,NA,FALSE,NA,8,[ ],NA,NA,NA,1260,83500,4730,41100,3860,3,[],FALSE,Saccade: 1254 ms,0,[],[],NA,NA,NA,NA,NA,NA,3526,19737680,[ ],NA,NA,NA,1254,84520,4730,40540,3850,NONE,398,840,2,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 444 ms,0,[],[],NA,NA,NA,NA,629200,NA,NA,NA,444,SPAN_NONE,84210,4740,43260,3870,"2,80",12087,11703,NA,NA,NA,FALSE,UP,24,[ ],NA,NA,NA,442,84260,4740,44520,3880,1,[],FALSE,Saccade: 420 ms,0,[],[],NA,NA,NA,NA,NA,NA,18742,19736854,[ ],NA,NA,NA,420,91100,4790,53910,3940,Trial: 8,12,19736422,NA,NA,NA,NA
Clement,8,FALSE,0.26,-14603,3212,NA,NA,NA,FALSE,NA,8,[ ],NA,NA,NA,NA,NA,NA,1260,83500,4730,41100,3860,3,[],FALSE,Saccade: 1254 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,3526,19737680,[ ],NA,NA,NA,NA,NA,NA,1254,84520,4730,40540,3850,Clement.EDF,LEFT,TRUE,19742811,NA,Full Trial Period,TRUE,19736422,NONE,956,2216,4,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 1262 ms,0,[],[],NA,NA,NA,NA,645200,NA,NA,NA,1262,SPAN_NONE,83330,4730,42100,3860,"0,39",6996,3817,NA,NA,NA,FALSE,NA,10,[ ],NA,NA,NA,2226,84310,4730,40210,3850,4,[],FALSE,Saccade: 2218 ms,0,[],[],NA,NA,NA,NA,NA,NA,4252,19738644,[ ],NA,NA,NA,2218,83670,4730,41640,3860,NONE,398,1252,3,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 856 ms,0,[],[],NA,NA,NA,NA,635400,NA,NA,NA,856,SPAN_NONE,84780,4730,40440,3850,"0,77",8342,5035,NA,NA,NA,FALSE,UP,14,[ ],NA,NA,NA,854,84790,4730,40350,3850,2,[],FALSE,Saccade: 842 ms,0,[],[],NA,NA,NA,NA,NA,NA,6360,19737270,[ ],NA,NA,NA,842,84370,4740,43320,3870,Trial: 8,12,19736422,NA,NA,NA,NA
Clement,8,FALSE,0.39,6996,3817,NA,NA,NA,FALSE,NA,10,[ ],NA,NA,NA,NA,NA,NA,2226,84310,4730,40210,3850,4,[],FALSE,Saccade: 2218 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,4252,19738644,[ ],NA,NA,NA,NA,NA,NA,2218,83670,4730,41640,3860,Clement.EDF,LEFT,TRUE,19742811,NA,Full Trial Period,TRUE,19736422,NONE,376,2602,5,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 2228 ms,0,[],[],NA,NA,NA,NA,667600,NA,NA,NA,2228,SPAN_NONE,84630,4730,39940,3850,"7,35",-8675,17426,NA,NA,NA,FALSE,DOWN,42,[ ],NA,NA,NA,2644,86750,4870,69270,4080,5,[],FALSE,Saccade: 2604 ms,0,[],[],NA,NA,NA,NA,NA,NA,31301,19739042,[ ],NA,NA,NA,2604,84750,4730,40170,3850,NONE,956,2216,4,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 1262 ms,0,[],[],NA,NA,NA,NA,645200,NA,NA,NA,1262,SPAN_NONE,83330,4730,42100,3860,"0,26",-14603,3212,NA,NA,NA,FALSE,NA,8,[ ],NA,NA,NA,1260,83500,4730,41100,3860,3,[],FALSE,Saccade: 1254 ms,0,[],[],NA,NA,NA,NA,NA,NA,3526,19737680,[ ],NA,NA,NA,1254,84520,4730,40540,3850,Trial: 8,12,19736422,NA,NA,NA,NA
Clement,8,FALSE,7.35,-8675,17426,NA,NA,NA,FALSE,DOWN,42,[ ],NA,NA,NA,NA,NA,NA,2644,86750,4870,69270,4080,5,[],FALSE,Saccade: 2604 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,31301,19739042,[ ],NA,NA,NA,NA,NA,NA,2604,84750,4730,40170,3850,Clement.EDF,LEFT,TRUE,19742811,NA,Full Trial Period,TRUE,19736422,NONE,290,2934,6,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 2646 ms,0,[],[],NA,NA,NA,NA,687700,NA,NA,NA,2646,SPAN_NONE,86890,4865,68500,4080,"0,39",-17457,3588,NA,NA,NA,FALSE,NA,10,[ ],NA,NA,NA,2944,84560,4870,68950,4080,6,[],FALSE,Saccade: 2936 ms,0,[],[],NA,NA,NA,NA,NA,NA,4098,19739362,[ ],NA,NA,NA,2936,86440,4860,68800,4080,NONE,376,2602,5,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 2228 ms,0,[],[],NA,NA,NA,NA,667600,NA,NA,NA,2228,SPAN_NONE,84630,4730,39940,3850,"0,39",6996,3817,NA,NA,NA,FALSE,NA,10,[ ],NA,NA,NA,2226,84310,4730,40210,3850,4,[],FALSE,Saccade: 2218 ms,0,[],[],NA,NA,NA,NA,NA,NA,4252,19738644,[ ],NA,NA,NA,2218,83670,4730,41640,3860,Trial: 8,12,19736422,NA,NA,NA,NA
Clement,8,FALSE,0.39,-17457,3588,NA,NA,NA,FALSE,NA,10,[ ],NA,NA,NA,NA,NA,NA,2944,84560,4870,68950,4080,6,[],FALSE,Saccade: 2936 ms,0,[],[],NA,NA,NA,NA,NA,NA,NA,NA,4098,19739362,[ ],NA,NA,NA,NA,NA,NA,2936,86440,4860,68800,4080,Clement.EDF,LEFT,TRUE,19742811,NA,Full Trial Period,TRUE,19736422,NONE,144,3088,7,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 2946 ms,0,[],[],NA,NA,NA,NA,688700,NA,NA,NA,2946,SPAN_NONE,84690,4865,68680,4075,"1,79",9477,8096,NA,NA,NA,FALSE,UP,22,[ ],NA,NA,NA,3110,84080,4820,61100,4000,7,[],FALSE,Saccade: 3090 ms,0,[],[],NA,NA,NA,NA,NA,NA,10638,19739522,[ ],NA,NA,NA,3090,84800,4860,68300,4070,NONE,290,2934,6,[],[ ],NA,NA,NA,NA,NA,FALSE,Fixation: 2646 ms,0,[],[],NA,NA,NA,NA,687700,NA,NA,NA,2646,SPAN_NONE,86890,4865,68500,4080,"7,35",-8675,17426,NA,NA,NA,FALSE,DOWN,42,[ ],NA,NA,NA,2644,86750,4870,69270,4080,5,[],FALSE,Saccade: 2604 ms,0,[],[],NA,NA,NA,NA,NA,NA,31301,19739042,[ ],NA,NA,NA,2604,84750,4730,40170,3850,Trial: 8,12,19736422,NA,NA,NA,NA
